,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces;NA;,0.000035,0.000065,0.000123,0.000021,0.000027,0.000009,0.000029,0.000015,0.000020,0.000011,0.000028,0.000042,0.000010,0.000126,0.000019,0,0.000013,0.000007
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;NA;,0.000035,0.000010,0.000009,0.000021,0.000017,0.000009,0.000018,0.000003,0.000003,0.000027,0.000056,0.000024,0.000008,0.000021,0.000005,0.000003,0.000013,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Diademaceae;Clathrospora;NA;,0.000035,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfohalobium;NA;,0.000035,0.000097,0.000035,0.000059,0.000068,0.000082,0.000048,0.000274,0.000128,0.000052,0.000059,0.000075,0.000030,0.000168,0.000059,0.000050,0.000055,0.000098
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Corynesporascaceae;Corynespora;NA;,0.000035,0.000008,0.000004,0.000017,0.000034,0.000005,0.000011,0.000003,0.000009,0.000002,0.000003,0.000003,0.000010,0,0,0,0.000016,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodovibrio;NA;,0.000035,0.000026,0.000018,0.000007,0.000015,0.000014,0.000011,0.000028,0,0.000011,0.000031,0,0.000006,0,0.000003,0.000003,0.000029,0.000014
Bacteria;Cyanobacteria;NA;Chroococcales;Cyanobacteriaceae;Cyanobacterium;NA;,0.000035,0.000215,0.000048,0.000036,0.000271,0.000038,0.000004,0.000253,0.000014,0.000046,0.000014,0.000072,0.000038,0.000021,0.000126,0,0.000019,0.000077
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pelistega;NA;,0.000035,0.000065,0.000245,0.000176,0.000080,0.000120,0.000559,0.000977,0.000430,0.000345,0.000189,0.000069,0.000110,0.000126,0.000067,0.000506,0.000392,0.000220
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulforegula;NA;,0.000035,0.000092,0.000083,0.000071,0.000025,0.000040,0.000033,0.000046,0.000034,0.000064,0.000063,0.000075,0.000091,0.000084,0.000075,0.000056,0.000045,0.000035
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;NA;,0.000035,0.000076,0.000053,0.000192,0.000034,0.000042,0.000221,0.000333,0.000291,0.000048,0.000234,0.000075,0.000040,0.000092,0.000150,0.000191,0.000151,0.000157
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;NA;,0.000035,0.000131,0.000180,0.000045,0.000080,0.000059,0.000129,0.000009,0.000014,0.000009,0.000017,0.000108,0.000008,0.000134,0.000070,0.000006,0.000016,0.000003
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Oceanithermus;NA;,0.000035,0.000013,0.000013,0.000052,0.000017,0.000019,0.000011,0.000015,0.000011,0.000055,0.000052,0.000102,0.000061,0.000025,0.000019,0.000006,0.000010,0.000003
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter;NA;,0.000035,0.000026,0.000061,0.000012,0.000025,0.000007,0.000081,0.000561,0.000054,0.000073,0.000042,0.000009,0.000010,0.000042,0.000011,0.000072,0.000035,0.000073
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Granulibacter;NA;,0.000035,0.000052,0.000105,0.000038,0.000019,0.000019,0.000007,0.000022,0.000040,0.000080,0.000014,0.000045,0.000022,0.000071,0.000062,0.000016,0.000145,0.000045
Eukaryota;Chytridiomycota;Chytridiomycetes;NA;NA;Blyttiomyces;NA;,0.000035,0.000021,0.000013,0.000002,0.000015,0,0.000007,0.000018,0.000003,0.000005,0.000017,0.000033,0,0,0.000013,0.000003,0.000003,0
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;Actinospica;NA;,0.000035,0.000024,0.000035,0.000007,0.000024,0.000014,0.000029,0,0.000017,0.000030,0.000003,0.000003,0.000024,0.000034,0.000013,0,0.000016,0.000010
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Humibacillus;NA;,0.000035,0.000003,0.000004,0,0.000012,0,0,0,0.000003,0.000002,0.000003,0.000006,0,0,0.000003,0.000016,0,0.000007
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chitiniphilus;NA;,0.000035,0.000047,0.000066,0.000040,0.000032,0.000059,0.000265,0.000142,0.000120,0.000016,0.000052,0.000081,0.000035,0.000017,0.000032,0.000147,0.000122,0.000070
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;NA;,0.000035,0.000003,0.000009,0.000078,0.000003,0.000012,0.000026,0.000025,0.000145,0.000007,0.000014,0.000057,0.000035,0.000013,0.000013,0,0.000003,0.000010
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae;Thermosporothrix;NA;,0.000035,0.000065,0.000088,0.000100,0.000030,0.000506,0.000051,0.000006,0.000017,0.000066,0.000038,0.000033,0.000050,0.000121,0.000035,0,0.000019,0.000035
Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;NA;,0.000035,0.000045,0,0.000055,0.000042,0.000023,0.000022,0.000012,0.000031,0.000071,0.000024,0.000036,0.000021,0.000117,0.000005,0.000009,0.000064,0.000007
Bacteria;Candidatus Saccharibacteria;NA;NA;NA;Candidatus Saccharimonas;NA;,0.000035,0.000003,0.000018,0.000029,0.000029,0.000009,0.000324,0.000031,0.000071,0.000018,0.000024,0.000015,0.000133,0.000101,0.000027,0,0.000010,0.000038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Glycocaulis;NA;,0.000035,0.000016,0.000031,0.000012,0.000012,0.000021,0.000015,0.000120,0.000040,0.000002,0.000066,0.000060,0.000016,0.000084,0.000021,0.000031,0.000032,0.000049
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureicoccus;NA;,0.000035,0.000065,0.000053,0.000207,0.000201,0.000077,0.000103,0.000080,0.000051,0.000080,0.000063,0.000066,0.000067,0.000214,0.000035,0.000053,0.000247,0.000119
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Basilea;NA;,0.000035,0.000050,0.000114,0.000055,0.000014,0.000021,0.000187,0.000111,0.000171,0.000030,0.000038,0.000036,0.000037,0.000042,0.000008,0.000253,0.000215,0.000122
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Caedimonadaceae;Candidatus Nucleicultrix;NA;,0.000035,0.000060,0.000175,0.000026,0.000007,0.000049,0.000015,0.000102,0.000026,0.000011,0.000010,0.000141,0.000013,0.000029,0.000011,0,0.000106,0.000108
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Lentilitoribacter;NA;,0.000035,0.000008,0.000013,0.000010,0.000007,0.000038,0.000004,0,0.000006,0,0.000014,0.000009,0.000010,0.000008,0.000021,0.000003,0.000106,0.000024
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Inmirania;NA;,0.000035,0.000065,0.000013,0.000026,0.000014,0.000014,0.000007,0.000213,0.000006,0.000034,0.000031,0.000015,0.000022,0.000021,0.000003,0.000019,0.000029,0.000035
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidihalobacter;NA;,0.000035,0.000058,0.000061,0.000052,0.000052,0.000035,0.000129,0.000672,0.000237,0.000082,0.000056,0.000006,0.000069,0.000067,0.000024,0.000091,0.000061,0.000182
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pontivivens;NA;,0.000035,0,0,0,0.000024,0.000005,0,0,0.000003,0,0.000003,0.000003,0.000006,0,0,0,0.000103,0
Eukaryota;NA;Oomycota;Peronosporales;Peronosporaceae;Nothophytophthora;NA;,0.000035,0.000013,0.000022,0,0.000012,0.000002,0.000004,0,0,0.000002,0.000007,0.000015,0.000005,0.000025,0.000005,0.000006,0.000013,0.000052
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Caviibacterium;NA;,0.000035,0.000039,0.000018,0.000010,0.000029,0.000019,0.000096,0.000521,0.000108,0.000089,0.000059,0.000012,0.000030,0.000067,0.000035,0.000028,0.000013,0.000024
Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Solibacteraceae;Candidatus Sulfopaludibacter;NA;,0.000035,0.000008,0.000026,0.000052,0.000063,0.000019,0.000062,0.000046,0.000205,0.000052,0.000101,0.000036,0.000134,0.000084,0.000030,0.000038,0.000039,0.000203
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidibrevibacterium;NA;,0.000035,0.000018,0.000074,0.000029,0.000010,0.000005,0.000018,0.000012,0.000020,0.000009,0.000007,0.000021,0.000029,0.000008,0.000008,0,0.000019,0.000129
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aestuariivirgaceae;Aestuariivirga;NA;,0.000035,0.000123,0.000127,0.000086,0.000032,0.000047,0.000015,0.000031,0.000029,0.000055,0.000077,0.000093,0.000011,0.000109,0.000067,0.000034,0.000026,0.000014
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Kineobactrum;NA;,0.000035,0.000034,0.000004,0.000038,0.000044,0.000021,0.000015,0.000015,0.000026,0.000046,0.000014,0.000027,0.000024,0.000067,0.000005,0.000022,0.000080,0.000024
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonosporobacteraceae;Ktedonosporobacter;NA;,0.000035,0.000016,0.000022,0.000017,0.000063,0.000030,0.000022,0.000040,0.000017,0.000066,0.000021,0.000069,0.000030,0.000046,0.000024,0.000022,0.000048,0.000014
Bacteria;Planctomycetes;Planctomycetia;Isosphaerales;Isosphaeraceae;Isosphaera;NA;,0.000032,0.000010,0.000022,0.000010,0.000003,0.000005,0.000011,0.000055,0,0.000005,0,0.000021,0.000030,0.000017,0,0,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;NA;,0.000032,0.000047,0.000074,0.000040,0.000007,0.000045,0.000011,0.000028,0.000046,0.000030,0.000017,0.000096,0.000026,0.000088,0.000005,0.000006,0.000022,0.000035
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;NA;,0.000032,0.000141,0.000044,0.000026,0.000005,0.000056,0.000029,0,0.000017,0.000034,0.000028,0.000060,0.000046,0.000004,0.000089,0.000091,0.000022,0.000024
Bacteria;Cyanobacteria;NA;Synechococcales;Prochlorotrichaceae;Prochlorothrix;NA;,0.000032,0.000016,0.000013,0.000005,0.000020,0.000007,0.000022,0.000009,0.000003,0,0.000010,0.000036,0.000010,0.000050,0.000013,0,0.000013,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;NA;,0.000032,0.000013,0.000035,0.000057,0.000010,0.000019,0.000051,0.000077,0.000048,0.000023,0.000063,0.000009,0.000014,0.000021,0.000032,0.000047,0.000103,0.000028
Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Geodermatophilus;NA;,0.000032,0.000026,0.000057,0.000040,0.000115,0.000021,0.000037,0.000018,0.000074,0.000032,0.000070,0.000021,0.000053,0.000054,0.000027,0.000013,0.000051,0.000056
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;NA;,0.000032,0.001129,0.000022,0.000112,0.000014,0.000038,0.000033,0.000003,0.000009,0.000018,0.000077,0.000165,0.000097,0.000025,0.000016,0.000003,0.000016,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;NA;,0.000032,0.000026,0.000066,0.000007,0.000034,0.000016,0.000007,0.000040,0.000020,0.000023,0.000007,0.000009,0.000011,0.000029,0.000003,0.000003,0.000022,0
Eukaryota;Fornicata;NA;Diplomonadida;Hexamitidae;Spironucleus;NA;,0.000032,0.000105,0.000083,0.000737,0.000019,0.000197,0.002335,0,0.000094,0.000137,0.000024,0.000226,0.000035,0.000050,0.000030,0.000006,0.000928,0.000052
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thioploca;NA;,0.000032,0.000065,0.000039,0.000021,0.000052,0.000021,0.000107,0.000092,0.000097,0.000030,0.000038,0.000063,0.000010,0.000025,0.000013,0.000106,0.000029,0.000021
Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;Elsinoe;NA;,0.000032,0.000037,0.000048,0.000014,0.000019,0.000023,0.000026,0,0.000006,0.000002,0.000010,0.000027,0.000003,0.000059,0.000027,0.000013,0,0
Eukaryota;NA;Pelagophyceae;Pelagomonadales;NA;Aureococcus;NA;,0.000032,0.000110,0.000144,0.000052,0.000041,0.000061,0.000085,0.000059,0.000029,0.000009,0.000038,0.000069,0.000024,0.000163,0.000043,0.000006,0.000032,0.000042
Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;Rickenella;NA;,0.000032,0.000021,0.000013,0.000007,0.000019,0.000009,0.000004,0,0,0.000005,0.000010,0.000033,0.000005,0,0.000019,0.000003,0,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Lonepinella;NA;,0.000032,0.000063,0.000031,0.000043,0.000030,0.000038,0.000048,0.000539,0.000066,0.000107,0.000031,0.000015,0.000072,0.000117,0.000032,0.000022,0.000019,0.000038
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;NA;,0.000032,0.000060,0.000070,0.000026,0.000059,0.000056,0.000026,0.000028,0.000051,0.000021,0.000024,0.000033,0.000059,0.000013,0.000121,0,0.000019,0
Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Nevskia;NA;,0.000032,0.000005,0.000057,0.000017,0.000012,0.000028,0.000099,0.000028,0.000009,0.000027,0.000024,0.000030,0.000006,0.000008,0.000008,0.000006,0.000022,0.000056
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Choanephoraceae;Choanephora;NA;,0.000032,0.000042,0.000018,0.000019,0.000024,0.000019,0.000007,0,0.000011,0.000021,0.000052,0.000033,0,0.000029,0.000043,0.000016,0,0
Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Diplodia;NA;,0.000032,0.000003,0.000009,0.000002,0.000003,0.000002,0.000004,0.000012,0.000003,0.000007,0.000003,0.000009,0,0,0,0,0,0
Eukaryota;Zoopagomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dimargaris;NA;,0.000032,0.000065,0.000035,0.000017,0.000061,0.000023,0.000040,0.000015,0.000014,0.000016,0.000014,0.000048,0.000013,0.000096,0.000016,0.000003,0.000010,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rubritepida;NA;,0.000032,0.000013,0.000022,0.000010,0.000010,0.000021,0.000007,0.000034,0.000031,0.000023,0.000028,0.000009,0.000016,0.000021,0.000056,0,0.000061,0.000129
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Crenotrichaceae;Crenothrix;NA;,0.000032,0.000029,0.000070,0.000067,0.000086,0.000030,0.000037,0.000018,0.000051,0.000023,0.000014,0.000033,0.000045,0.000046,0.000086,0.000009,0.000051,0.000101
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;NA;,0.000032,0.000031,0.000057,0.000059,0.000039,0.000019,0.000092,0.000037,0.000020,0.000023,0.000129,0.000078,0.000045,0.000050,0.000035,0,0.000048,0.000087
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geopsychrobacter;NA;,0.000032,0.000071,0.000083,0.000064,0.000044,0.000047,0.000037,0.000453,0.000057,0.000071,0.000171,0.000039,0.000069,0.000092,0.000016,0.000034,0.000061,0.000126
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Nicoletella;NA;,0.000032,0.000003,0.000026,0.000019,0.000010,0.000019,0.000074,0.000225,0.000080,0.000011,0.000021,0.000027,0.000016,0.000029,0.000008,0.000044,0.000045,0.000021
Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae;Stackebrandtia;NA;,0.000032,0.000018,0.000018,0.000052,0.000030,0.000014,0.000070,0.000219,0.000066,0.000016,0.000031,0.000045,0.000011,0.000029,0.000013,0,0.000067,0.000059
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Conchiformibius;NA;,0.000032,0.000013,0.000061,0.000038,0.000056,0.000040,0.000070,0.000148,0.000100,0.000030,0.000035,0.000027,0.000067,0.000017,0.000019,0.000072,0.000071,0.000042
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Belnapia;NA;,0.000032,0.000010,0.000022,0.000069,0.000005,0.000002,0,0.000031,0.000006,0.000009,0.000010,0.000033,0.000006,0.000021,0.000003,0,0.000016,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Bowmanella;NA;,0.000032,0.000100,0.000066,0.000031,0.000039,0.000066,0.000026,0.000015,0.000060,0.000052,0.000091,0.000039,0.000027,0.000034,0.000013,0.000013,0.000019,0.000010
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sediminibacter;NA;,0.000032,0.000016,0.000035,0.000252,0.000051,0.000016,0.000004,0.000022,0.000031,0.000021,0.000028,0.000060,0.000024,0.000042,0.000011,0.000009,0.000029,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Geminicoccus;NA;,0.000032,0.000029,0.000022,0.000048,0.000010,0.000009,0.000044,0.000040,0.000160,0.000027,0.000056,0.000054,0.000018,0.000042,0.000035,0.000031,0.000087,0.000129
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Gilvimarinus;NA;,0.000032,0.000047,0.000031,0.000214,0.000108,0.000033,0.000004,0.000015,0.000014,0.000121,0.000021,0.000042,0.000054,0.000034,0.000030,0.000006,0.000006,0.000021
Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Halopelagius;NA;,0.000032,0,0,0,0,0,0,0,0.000031,0.000002,0.000003,0,0.000003,0,0.000003,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Poseidonocella;NA;,0.000032,0.000008,0.000013,0.000026,0.000100,0.000012,0.000015,0.000096,0.000031,0.000091,0.000049,0.000033,0.000034,0.000142,0.000011,0,0.000016,0.000007
Bacteria;Cyanobacteria;NA;Gloeoemargaritales;Gloeomargaritaceae;Gloeomargarita;NA;,0.000032,0.000071,0.000022,0.000019,0.000017,0.000023,0.000029,0.000046,0.000046,0.000007,0.000021,0.000036,0.000013,0.000025,0.000005,0.000025,0.000010,0.000031
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Euzebyella;NA;,0.000032,0.000037,0.000044,0.000190,0.000014,0.000028,0.000044,0.000083,0.000023,0.000032,0.000049,0.000015,0.000051,0.000017,0.000008,0.000028,0.000662,0.000178
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tranquillimonas;NA;,0.000032,0.000018,0.000039,0.000024,0.000005,0,0.000004,0.000018,0.000023,0.000018,0.000024,0.000123,0.000005,0.000034,0.000021,0,0.000010,0.000007
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Allobacillus;NA;,0.000032,0.000037,0.000026,0.000097,0.000008,0.000019,0.000040,0.000028,0.000037,0.000016,0.000056,0.000021,0.000077,0.000046,0.000040,0.000006,0.000074,0.000070
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Aggregicoccus;NA;,0.000032,0.000016,0.000018,0.000024,0.000010,0.000005,0.000022,0.000059,0.000040,0.000011,0.000028,0.000006,0.000011,0.000017,0.000008,0.000013,0.000039,0.000038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nitrospirillum;NA;,0.000032,0.000073,0.000039,0.000131,0.000022,0.000012,0.000011,0.000015,0.000023,0.000258,0.000084,0.000048,0.000027,0.000109,0.000131,0,0.000189,0.000077
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius;NA;,0.000032,0.000058,0.000044,0.000024,0.000037,0.000035,0.000040,0.000077,0.000023,0.000034,0.000031,0.000096,0.000030,0.000046,0.000008,0.000019,0.000096,0.000014
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;NA;,0.000032,0.000042,0.000022,0.000043,0.000051,0.000016,0.000081,0.000105,0.000068,0.000030,0.000007,0.000006,0.000024,0.000034,0.000013,0.000091,0.000071,0.000157
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;NA;,0.000032,0.000050,0.000053,0.000071,0.000068,0.000049,0.000136,0.000114,0.000080,0.000105,0.000035,0.000069,0.000059,0.000109,0.000021,0.000066,0.000100,0.000028
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Baia;NA;,0.000032,0.000003,0,0.000017,0.000005,0.000005,0.000007,0.000006,0.000003,0,0.000007,0.000021,0.000045,0.000004,0.000003,0,0.000003,0.000007
Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinivenus;NA;,0.000032,0.000029,0.000031,0.000059,0.000010,0.000021,0,0.000025,0.000020,0.000016,0.000024,0.000009,0.000029,0.000080,0.000003,0,0.000016,0.000017
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Mangrovicella;NA;,0.000032,0,0.000070,0.000043,0.000022,0.000016,0.000007,0.000018,0.000011,0.000016,0.000010,0.000066,0.000011,0.000008,0.000003,0,0.000019,0.000087
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Cytomitobacter;NA;,0.000032,0,0.000018,0.000012,0.000022,0.000007,0.000004,0,0.000003,0.000018,0,0.000003,0.000002,0.000004,0.000003,0,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Candidatus Magnetaquicoccaceae;Candidatus Magnetaquicoccus;NA;,0.000032,0.000031,0.000044,0.000059,0.000071,0.000035,0.000004,0.000025,0.000034,0.000059,0.000014,0.000057,0.000016,0.000017,0.000038,0.000006,0.000100,0.000136
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;NA;,0.000030,0.000003,0.000004,0.000014,0.000014,0.000019,0.000015,0.000018,0.000011,0,0,0.000027,0.000035,0.000008,0.000011,0.000006,0.000003,0.000014
Bacteria;Cyanobacteria;NA;Oscillatoriales;Oscillatoriaceae;Phormidium;NA;,0.000030,0.000073,0.000022,0.000074,0.000068,0.000019,0.000029,0.000136,0.000066,0.000034,0.000052,0.000042,0.000058,0.000021,0.000046,0,0.000029,0.000017
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;NA;,0.000030,0.000016,0.000061,0.000190,0.000049,0.000030,0.000018,0,0.000017,0.000014,0.000028,0.000075,0.000058,0.000025,0.000013,0.000006,0.000080,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter;NA;,0.000030,0.000073,0.000250,0.000055,0.000063,0.000103,0.000074,0.000059,0.000117,0.000082,0.000038,0.000042,0.000051,0.000067,0.000062,0.000072,0.000122,0.000171
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Aquifex;NA;,0.000030,0.000016,0,0.000055,0.000008,0.000014,0.000004,0,0.000060,0.000023,0.000010,0.000033,0.000021,0.000029,0.000021,0,0.000029,0.000003
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces;NA;,0.000030,0.000068,0.000035,0.000024,0.000025,0.000016,0.000029,0.000003,0.000006,0.000016,0.000038,0.000054,0.000002,0.000054,0.000005,0,0.000013,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;NA;,0.000030,0.000029,0.000070,0.000057,0.000027,0.000023,0.000018,0.000059,0.000020,0.000021,0.000045,0.000048,0.000032,0.000034,0.000003,0,0.000016,0.000007
Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;Pseudocohnilembidae;Pseudocohnilembus;NA;,0.000030,0.000050,0.000079,0.000057,0.000049,0.000007,0.000110,0.000015,0.000017,0.000014,0.000031,0.000042,0.000005,0.000205,0.000032,0.000016,0.000032,0.000007
Eukaryota;Chlorophyta;Trebouxiophyceae;NA;NA;Coccomyxa;NA;,0.000030,0.000084,0.000105,0.000040,0.000058,0.000012,0.000114,0.000160,0.000031,0.000032,0.000049,0.000072,0.000006,0.000117,0.000024,0.000009,0.000042,0.000052
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Chromohalobacter;NA;,0.000030,0,0.000009,0.000024,0.000005,0.000005,0.000007,0.000040,0.000011,0.000050,0.000059,0.000006,0.000112,0.000017,0.000003,0,0.000010,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera;NA;,0.000030,0.000045,0.000057,0.000036,0.000017,0.000047,0.000040,0.000046,0.000054,0.000087,0.000007,0.000141,0.000048,0.000021,0.000013,0.000022,0.000161,0.000185
Bacteria;Cyanobacteria;NA;Pleurocapsales;Hyellaceae;Myxosarcina;NA;,0.000030,0.000021,0.000022,0.000024,0.000027,0.000009,0.000022,0,0.000026,0.000009,0.000007,0.000021,0.000022,0.000008,0.000003,0,0,0.000010
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;NA;,0.000030,0.000110,0.000136,0.000069,0.000144,0.000185,0.000114,0.000071,0.000519,0.000059,0.000059,0.000054,0.000085,0.000142,0.000048,0.000034,0.000116,0.000157
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;NA;,0.000030,0.000003,0.000004,0.000031,0.000017,0.000012,0.000018,0.000012,0.000111,0.000005,0.000042,0.000036,0.000018,0.000013,0.000051,0.000028,0.000022,0.000010
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;NA;,0.000030,0.000013,0.000031,0.000097,0.000003,0.000007,0.000004,0,0.000009,0.000009,0.000045,0.000009,0.000016,0.000013,0,0,0.000331,0.000119
