,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;Acremonium;NA;,0.000005,0.000016,0.000004,0.000007,0.000036,0.000007,0.000015,0.000025,0,0.000034,0.000003,0.000018,0.000016,0.000034,0.000003,0.000003,0.000010,0.000003
Eukaryota;NA;Dinophyceae;Gonyaulacales;NA;Lingulodinium;NA;,0.000005,0.000005,0.000022,0.000002,0.000015,0.000009,0.000085,0.000133,0.000043,0.000011,0.000007,0,0.000008,0.000021,0.000008,0.000059,0.000145,0.000171
Eukaryota;Chlorophyta;Chlorophyceae;NA;Microsporaceae;Microspora;NA;,0.000005,0,0.000013,0.000005,0.000005,0.000002,0,0,0,0.000002,0,0,0.000002,0.000004,0,0,0,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex;NA;,0.000005,0,0,0,0.000002,0.000005,0,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Heterolobosea;NA;NA;Psalteriomonadidae;Sawyeria;NA;,0.000005,0.000010,0.000031,0.000014,0.000002,0.000005,0,0,0,0.000002,0.000021,0.000012,0.000002,0.000013,0.000003,0,0,0
Eukaryota;Fornicata;NA;NA;NA;Carpediemonas;NA;,0.000005,0.000003,0.000031,0.000019,0.000008,0,0.000018,0,0,0,0.000003,0.000009,0,0.000008,0,0.000016,0.000010,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Candidatus Nardonella;NA;,0.000005,0.000018,0.000009,0.000017,0.000005,0.000040,0.000026,0.000040,0.000006,0.000014,0.000038,0.000021,0.000008,0,0.000013,0,0.000003,0.000003
Eukaryota;Haptista;Centroplasthelida;Pterocystida;Raphidiophryidae;Raphidiophrys;NA;,0.000005,0.000005,0.000013,0,0.000002,0,0,0,0.000003,0,0,0,0,0.000004,0,0,0.000006,0
Bacteria;Cyanobacteria;NA;Nostocales;Symphyonemataceae;Mastigocladopsis;NA;,0.000005,0,0,0,0.000002,0.000002,0,0,0,0.000005,0.000003,0,0.000002,0.000004,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;NA;,0.000005,0.000013,0.000022,0.000029,0.000003,0.000038,0.000077,0.000080,0.000083,0.000014,0.000017,0.000021,0.000018,0.000017,0.000003,0.000116,0.000071,0.000052
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Dothistroma;NA;,0.000005,0,0,0.000007,0.000007,0.000007,0,0.000006,0.000006,0,0,0.000006,0.000003,0.000013,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;NA;Catabotrydaceae;Catabotrys;NA;,0.000005,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;NA;Nitratifractor;NA;,0.000005,0.000013,0.000022,0.000064,0.000007,0.000012,0.000044,0.000071,0.000034,0.000251,0.000101,0.000012,0.000014,0.000013,0.000013,0.000003,0.000006,0.000014
Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Choreocolacaceae;Leachiella;NA;,0.000005,0,0,0,0.000008,0,0,0,0,0,0,0.000003,0.000003,0.000004,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Segniliparaceae;Segniliparus;NA;,0.000005,0.000013,0.000004,0.000010,0.000003,0,0.000007,0.000003,0.000017,0.000011,0.000017,0.000009,0.000029,0,0,0,0.000016,0.000003
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Xylanimicrobium;NA;,0.000005,0.000029,0.000009,0.000064,0.000036,0.000002,0.000022,0.000003,0.000003,0.000005,0,0.000003,0.000002,0.000013,0,0.000009,0.000013,0.000007
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Marssonina;NA;,0.000005,0,0,0.000005,0.000002,0.000002,0.000011,0.000003,0.000006,0,0.000003,0.000012,0.000006,0.000021,0,0,0.000003,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Friedmanniomyces;NA;,0.000005,0.000024,0.000013,0.000005,0.000005,0.000005,0,0,0.000003,0,0.000017,0.000015,0.000002,0.000004,0.000013,0,0,0.000003
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halalkalicoccus;NA;,0.000005,0,0,0.000002,0,0,0.000004,0.000009,0,0.000002,0.000007,0.000003,0.000005,0,0,0.000003,0.000006,0.000007
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria;NA;,0.000005,0.000010,0.000009,0.000010,0.000007,0.000002,0,0.000009,0.000071,0.000016,0.000017,0,0.000008,0.000004,0.000003,0.000041,0.000058,0.000010
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Halostagnicola;NA;,0.000005,0.000013,0.000004,0.000005,0.000005,0.000014,0,0.000003,0.000014,0,0.000014,0.000009,0.000003,0.000008,0.000016,0,0.000003,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Yonghaparkia;NA;,0.000005,0.000018,0.000009,0.000007,0.000002,0,0.000077,0.000003,0.000086,0,0.000003,0.000003,0.000005,0.000004,0.000003,0,0.000029,0.000042
Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Haloplanus;NA;,0.000005,0,0,0.000005,0.000003,0.000005,0.000015,0.000046,0.000020,0.000005,0.000014,0.000006,0.000008,0,0.000003,0.000016,0.000010,0.000042
Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Lophium;NA;,0.000005,0.000003,0,0,0,0,0,0,0,0,0.000003,0,0.000002,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;NA;,0.000005,0.000026,0.000004,0.000024,0.000017,0.000028,0,0.000003,0,0.000005,0.000010,0.000006,0.000005,0,0.000005,0.000003,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Lapillicoccus;NA;,0.000005,0,0,0,0.000012,0.000002,0,0,0.000003,0,0,0.000003,0.000029,0.000008,0,0,0,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;NA;,0.000005,0.000063,0.000048,0.000040,0.000008,0.000023,0,0.000009,0.000011,0.000043,0.000010,0.000021,0.000011,0.000013,0.000008,0,0.000016,0.000003
Eukaryota;Parabasalia;NA;Cristamonadida;NA;Joenia;NA;,0.000005,0,0.000039,0.000010,0,0,0,0,0,0.000007,0.000003,0,0,0.000008,0,0,0.000006,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Schumannella;NA;,0.000005,0.000021,0.000013,0,0.000012,0.000028,0.000029,0.000006,0,0,0.000003,0.000030,0.000014,0.000038,0.000003,0.000003,0.000013,0.000035
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;NA;,0.000005,0.000118,0.000009,0.000014,0.000134,0.000002,0,0.000228,0,0.000005,0.000003,0.000054,0.000019,0.000029,0.000043,0,0.000003,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Torrubiella;NA;,0.000005,0.000003,0,0,0,0,0,0,0.000009,0,0.000003,0,0.000002,0.000004,0,0.000006,0,0.000003
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermogladius;NA;,0.000005,0,0,0,0,0.000005,0,0,0,0.000007,0.000007,0,0,0,0.000003,0.000006,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;Fangia;NA;,0.000005,0.000008,0.000013,0.000024,0.000010,0,0.000007,0.000006,0.000040,0,0.000014,0.000003,0.000030,0.000004,0,0,0,0.000073
Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;NA;,0.000005,0.000010,0,0.000005,0.000008,0,0.000011,0.000022,0.000003,0.000014,0,0.000006,0.000005,0.000008,0.000005,0.000006,0.000026,0.000003
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;NA;,0.000005,0.000005,0.000009,0.000017,0.000020,0,0.000037,0.000031,0.000023,0.000007,0.000014,0,0.000011,0.000008,0.000003,0.000038,0.000019,0.000035
Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Argynnaceae;Lepidopterella;NA;,0.000005,0.000021,0.000022,0,0.000005,0.000002,0.000004,0.000043,0.000006,0.000007,0,0.000003,0.000002,0.000025,0.000003,0.000003,0,0.000014
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Marihabitans;NA;,0.000005,0,0.000013,0.000010,0.000008,0,0,0.000009,0.000003,0.000002,0,0.000012,0.000003,0.000004,0,0,0,0.000171
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Modicisalibacter;NA;,0.000005,0,0,0.000002,0,0,0,0,0.000003,0.000005,0.000017,0,0,0,0.000005,0.000003,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hellea;NA;,0.000005,0.000003,0,0.000005,0.000002,0,0,0,0,0.000007,0,0.000009,0.000002,0.000008,0,0.000003,0.000016,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Amorphus;NA;,0.000005,0,0.000004,0.000010,0.000005,0,0.000037,0.000065,0.000029,0.000016,0.000007,0.000009,0.000021,0.000008,0.000003,0.000031,0.000016,0.000021
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;NA;,0.000005,0,0,0.000007,0,0.000002,0,0,0,0.000002,0.000003,0.000003,0.000002,0,0.000003,0,0.000003,0
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;NA;,0.000005,0.000024,0,0.000002,0.000002,0.000016,0.000026,0.000003,0.000003,0,0.000010,0.000009,0.000006,0.000004,0.000008,0.000003,0.000019,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aliihoeflea;NA;,0.000005,0.000008,0.000018,0.000002,0.000014,0.000009,0,0.000003,0,0.000018,0.000010,0.000039,0.000008,0.000021,0.000011,0,0.000071,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobium;NA;,0.000005,0.000008,0.000044,0.000014,0.000005,0.000002,0,0.000003,0.000026,0.000005,0.000007,0,0.000002,0.000017,0.000003,0,0,0.000003
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;NA;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Salisaeta;NA;,0.000005,0.000029,0.000026,0.000057,0.000030,0.000007,0.000040,0.000034,0.000071,0.000016,0.000017,0.000027,0.000022,0.000054,0.000016,0.000053,0.000045,0.000007
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;Lentithecium;NA;,0.000005,0.000005,0,0.000005,0.000003,0.000005,0,0,0.000003,0.000002,0,0.000006,0.000005,0,0.000005,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Orbus;NA;,0.000005,0.000016,0.000004,0.000017,0,0.000002,0.000007,0.000086,0.000017,0.000011,0.000010,0.000006,0.000002,0.000063,0.000003,0.000003,0.000003,0.000017
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma;NA;,0.000005,0.000003,0.000013,0.000002,0,0,0,0.000006,0,0,0.000021,0,0.000002,0,0,0,0,0.000003
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halomarina;NA;,0.000005,0,0,0.000002,0,0,0,0,0,0.000014,0,0.000009,0.000026,0.000004,0,0.000081,0,0.000007
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Thermohydrogenium;NA;,0.000005,0.000005,0.000009,0.000057,0.000012,0.000026,0.000004,0.000003,0,0.000037,0,0.000009,0.000024,0.000004,0,0,0.000013,0.000003
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Soonwooa;NA;,0.000005,0.000097,0.000022,0.000005,0.000024,0.000028,0.000037,0.000170,0.000051,0.000032,0.000052,0.000033,0.000043,0.000130,0.000003,0.000009,0.000064,0.000021
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermatophilaceae;Piscicoccus;NA;,0.000005,0.000008,0,0.000007,0.000002,0.000002,0.000004,0.000018,0,0.000007,0,0.000006,0.000005,0.000008,0,0,0.000016,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Candidatus Marithrix;NA;,0.000005,0.000073,0.000079,0.000169,0.000061,0.000038,0.000048,0.000043,0.000037,0.000021,0.000049,0.000069,0.000086,0.000080,0.000035,0.000056,0.000064,0.000045
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Halorientalis;NA;,0.000005,0.000005,0.000004,0.000002,0.000002,0,0,0.000012,0,0.000005,0,0.000003,0,0,0,0,0,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Salarchaeum;NA;,0.000005,0.000008,0.000009,0,0.000005,0,0,0.000333,0.000003,0.000030,0.000035,0.000006,0,0,0,0.000009,0,0.000077
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Bryocella;NA;,0.000005,0.000034,0.000035,0.000002,0.000002,0.000054,0.000011,0.000025,0.000009,0,0.000021,0.000006,0.000058,0,0.000003,0,0.000003,0.000003
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Hemichloris;NA;,0.000005,0,0,0.000002,0,0,0.000015,0.000012,0.000011,0.000009,0,0,0.000003,0,0,0.000003,0.000013,0.000003
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Hamadaea;NA;,0.000005,0,0.000009,0.000005,0.000002,0,0.000007,0.000003,0.000014,0.000021,0.000010,0.000012,0.000058,0.000004,0,0.000044,0.000006,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Stakelama;NA;,0.000005,0,0.000004,0.000010,0.000003,0.000314,0,0.000009,0.000003,0,0.000007,0.000003,0,0,0,0,0.000003,0.000014
Eukaryota;Microsporidia;NA;NA;Dubosqiidae;Hamiltosporidium;NA;,0.000005,0.000034,0.000048,0.000024,0.000005,0.000014,0.000029,0,0.000003,0.000002,0.000003,0.000021,0,0.000017,0.000008,0.000006,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniovalibus;NA;,0.000005,0.000008,0.000004,0.000012,0.000008,0.000007,0.000015,0.000025,0.000006,0.000002,0.000017,0.000024,0.000002,0.000050,0.000016,0.000006,0.000016,0.000003
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Glaciimonas;NA;,0.000005,0.000013,0.000026,0.000017,0.000010,0,0.000007,0.000009,0.000009,0.000073,0.000007,0.000003,0.000027,0.000025,0,0.000034,0.000022,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Profundibacterium;NA;,0.000005,0,0,0.000019,0,0.000002,0,0,0,0,0.000010,0,0.000016,0,0,0,0,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubellus;NA;,0.000005,0.000003,0.000009,0.000010,0.000002,0,0,0.000006,0,0.000002,0.000010,0,0.000006,0.000013,0.000005,0.000003,0.000016,0.000010
Bacteria;Actinobacteria;Actinobacteria;Candidatus Actinomarinales;Candidatus Actinomarinaceae;Candidatus Actinomarina;NA;,0.000005,0.000018,0,0.000029,0.000003,0,0,0.000431,0.000006,0.000055,0.000010,0.000003,0,0,0,0.000022,0,0.000056
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Tersicoccus;NA;,0.000005,0.000003,0,0.000002,0.000005,0.000002,0,0.000009,0.000003,0.000007,0,0.000018,0.000002,0,0.000008,0.000003,0,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Halomicroarcula;NA;,0.000005,0.000068,0,0.000007,0.000003,0.000005,0.000011,0,0.000003,0.000007,0.000014,0,0.000006,0.000008,0.000005,0,0.000003,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;NA;,0.000005,0.000005,0.000026,0.000007,0.000020,0.000021,0.000015,0.000012,0.000006,0.000002,0,0.000042,0.000002,0.000004,0.000008,0.000006,0.000029,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;NA;,0.000005,0.000010,0,0,0.000005,0.000002,0,0,0.000003,0,0.000014,0,0,0.000008,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Lysinimonas;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000004,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Naasia;NA;,0.000005,0.000010,0.000026,0.000024,0.000022,0,0.000004,0.000003,0,0.000037,0.000010,0.000018,0.000005,0.000071,0.000051,0.000003,0.000042,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Candidatus Symbiobacter;NA;,0.000005,0.000005,0.000070,0.000014,0.000015,0.000075,0.000092,0.000105,0.000088,0.000021,0.000028,0.000045,0.000034,0.000013,0.000005,0.000100,0.000080,0.000049
Eukaryota;NA;Oomycota;Pythiales;Pythiaceae;Globisporangium;NA;,0.000005,0.000016,0.000035,0,0.000015,0.000002,0.000018,0.000003,0.000011,0.000007,0,0.000006,0.000002,0.000046,0,0.000003,0.000003,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Tahibacter;NA;,0.000005,0.000005,0.000289,0.000048,0.000005,0.000021,0,0.000077,0.000043,0.000187,0.000010,0.000006,0.000040,0,0.000105,0,0.000006,0.000014
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Candidatus Phaeomarinobacter;NA;,0.000005,0.000021,0.000048,0.000012,0.000002,0.000007,0,0,0,0.000011,0.000017,0.000033,0.000002,0.000008,0.000003,0.000009,0.000029,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Mizugakiibacter;NA;,0.000005,0.000005,0.000004,0.000012,0.000005,0.000021,0.000015,0.000015,0.000029,0.000005,0.000003,0.000003,0.000005,0.000008,0,0.000009,0.000016,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans;NA;,0.000005,0,0,0.000002,0.000002,0,0,0,0,0,0,0.000003,0.000006,0,0.000003,0,0.000003,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Thiolapillus;NA;,0.000005,0.000013,0,0.000017,0.000003,0.000007,0.000022,0.000018,0.000014,0.000009,0,0.000006,0.000013,0.000013,0.000008,0.000006,0.000048,0.000010
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Homoserinibacter;NA;,0.000005,0,0,0.000005,0.000003,0,0,0,0.000003,0,0,0.000006,0.000003,0,0.000008,0,0,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halanaeroarchaeum;NA;,0.000005,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium;NA;,0.000005,0,0,0.000002,0.000005,0.000005,0.000011,0.000006,0.000006,0.000009,0.000014,0.000003,0.000013,0.000021,0.000005,0,0.000029,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Paenarthrobacter;NA;,0.000005,0.000008,0.000009,0.000002,0.000017,0.000014,0.000011,0.000009,0.000048,0.000016,0.000035,0.000051,0.000008,0.000004,0.000013,0.000006,0.000006,0.000063
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Testudinibacter;NA;,0.000005,0.000008,0.000022,0.000059,0.000014,0.000012,0.000004,0.000022,0.000017,0.000007,0.000017,0,0.000005,0.000013,0.000003,0.000003,0.000013,0.000091
Bacteria;Actinobacteria;Nitriliruptoria;Egicoccales;Egicoccaceae;Egicoccus;NA;,0.000005,0,0.000004,0.000021,0.000002,0.000012,0.000015,0,0.000006,0.000005,0.000007,0.000015,0.000003,0,0.000003,0.000034,0.000006,0.000010
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Sulfuriflexus;NA;,0.000005,0.000005,0.000004,0.000002,0.000041,0.000002,0.000007,0.000009,0,0.000005,0,0.000003,0.000005,0.000004,0,0.000006,0.000006,0.000014
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Anthracoideaceae;Testicularia;NA;,0.000005,0.000003,0,0,0,0.000009,0,0,0,0,0.000007,0.000003,0.000038,0,0.000005,0,0.000006,0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;NA;,0.000005,0.000003,0.000004,0.000002,0.000014,0,0.000007,0,0,0.000007,0,0.000012,0,0.000004,0.000003,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Candidatus Fukatsuia;NA;,0.000005,0.000005,0.000004,0.000010,0.000003,0.000009,0.000059,0.000043,0.000040,0.000014,0.000014,0,0.000002,0.000004,0.000003,0.000072,0.000035,0.000031
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Nissabacter;NA;,0.000005,0.000008,0.000018,0.000005,0.000003,0.000016,0.000037,0.000043,0.000037,0.000011,0.000014,0.000009,0.000016,0.000021,0.000003,0.000016,0.000055,0.000021
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Auricoccus;NA;,0.000005,0.000003,0,0.000007,0,0,0,0,0.000003,0,0.000003,0,0.000002,0.000008,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Aquidulcibacter;NA;,0.000005,0,0,0,0,0.000026,0,0,0,0,0,0,0.000002,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Parendozoicomonas;NA;,0.000005,0.000168,0.000018,0.000024,0.000135,0.000030,0.000037,0.000034,0.000006,0.000062,0.000024,0.000054,0.000011,0.000134,0.000003,0.000016,0.000116,0.000017
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tritonibacter;NA;,0.000005,0.000008,0.000031,0,0.000010,0.000005,0,0,0,0.000009,0,0.000006,0.000005,0.000004,0.000019,0,0.000003,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Flavimaricola;NA;,0.000005,0.000005,0.000009,0,0,0,0.000004,0.000006,0,0.000792,0,0.000009,0.000236,0.000017,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;Pokkaliibacter;NA;,0.000005,0.000005,0.000013,0,0.000005,0.000002,0,0.000006,0.000020,0.000005,0.000007,0.000003,0.000002,0.000008,0,0,0.000022,0
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Abyssibacter;NA;,0.000005,0.000005,0.000013,0.000031,0.000003,0.000014,0.000011,0.000037,0.000034,0.000002,0.000017,0.000015,0.000026,0.000021,0.000011,0.000034,0.000035,0.000063
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Serpentinomonas;NA;,0.000005,0.000003,0.000022,0.000012,0.000003,0.000002,0.000055,0.000055,0.000108,0.000018,0.000028,0.000006,0.000003,0.000004,0.000005,0.000075,0.000035,0.000035
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natrarchaeobius;NA;,0.000005,0.000018,0,0,0.000012,0,0.000004,0.000003,0,0.000002,0,0.000009,0.000002,0.000059,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Mycetohabitans;NA;,0.000005,0.000005,0.000048,0.000071,0.000073,0.000014,0,0.000003,0.000003,0.000078,0.000003,0.000012,0.000005,0.000004,0,0.000006,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Histidinibacterium;NA;,0.000005,0,0.000004,0.000002,0.000010,0.000014,0.000007,0.000009,0.000009,0.000005,0.000003,0.000003,0,0,0.000016,0.000003,0.000006,0.000003
Eukaryota;NA;NA;Jakobida;NA;Ophirina;NA;,0.000005,0.000005,0.000004,0.000010,0.000002,0.000002,0,0,0,0.000007,0.000003,0.000009,0.000011,0,0,0,0.000090,0
Archaea;Euryarchaeota;Methanococci;Methanococcales;NA;Methanofervidicoccus;NA;,0.000005,0.000013,0.000004,0.000002,0.000003,0.000012,0.000011,0,0.000006,0,0,0.000006,0.000006,0.000004,0.000008,0,0,0.000003
Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae;Lujinxingia;NA;,0.000005,0.000029,0.000004,0.000010,0.000032,0.000009,0.000037,0.000003,0,0,0.000007,0.000009,0.000016,0.000017,0.000005,0.000003,0.000016,0.000007
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Sapientia;NA;,0.000005,0.000013,0.000009,0.000021,0.000015,0.000009,0.000099,0.000046,0.000128,0.000007,0.000045,0,0.000013,0.000013,0.000011,0.000038,0.000058,0.000084
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saliniradius;NA;,0.000005,0.000003,0,0,0,0,0.000007,0.000015,0,0.000005,0,0.000003,0,0.000008,0.000003,0.000003,0.000010,0.000003
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Corticimicrobacter;NA;,0.000005,0.000018,0.000026,0.000007,0.000012,0.000002,0,0.000003,0.000023,0.000018,0.000028,0.000036,0.000003,0.000017,0.000032,0,0.000042,0
