"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"711","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;NA;NA;","9e-06","2.6e-05","3.1e-05","5e-06","1.4e-05","1.4e-05","7e-06","0","3e-06","2e-06","7e-06","3e-05","1.1e-05","1.7e-05","3e-06","3e-06","3e-06","0"
"712","Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;NA;NA;","9e-06","5e-05","6.1e-05","7e-06","2.2e-05","9e-06","7e-06","6e-06","6e-06","2e-06","0","2.7e-05","0","2.5e-05","1.1e-05","0","1e-05","3e-06"
"713","Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;NA;NA;","9e-06","3e-06","1.3e-05","1.9e-05","2.9e-05","0","0","0","2.3e-05","9e-06","3e-06","1.2e-05","3e-06","0","8e-06","6e-06","3e-06","0"
"714","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;NA;NA;","9e-06","1.3e-05","0","0","1e-05","5e-06","7e-06","0","0","5e-06","0","6e-06","0","1.3e-05","3e-06","0","0","0"
"715","Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;NA;NA;","9e-06","0","1.3e-05","2e-06","5e-06","2.1e-05","1.5e-05","0","1.4e-05","0","2.8e-05","2.7e-05","1.9e-05","0","8e-06","0","3e-06","7e-06"
"716","Bacteria;Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;NA;NA;","9e-06","5e-06","2.2e-05","1.7e-05","5e-06","0","5.5e-05","0.000102","6e-06","2.7e-05","1e-05","0","6e-06","1.3e-05","5e-06","1.9e-05","1.9e-05","3e-06"
"717","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;NA;NA;","9e-06","6.8e-05","5.3e-05","4.3e-05","4.9e-05","2.6e-05","7e-06","1.8e-05","1.1e-05","4.8e-05","1e-05","2.4e-05","1.6e-05","1.7e-05","8e-06","6e-06","2.2e-05","1.7e-05"
"718","Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;NA;NA;","9e-06","1e-05","5.7e-05","2e-06","2.4e-05","5e-06","1.1e-05","3e-06","9e-06","2.3e-05","3e-06","9e-06","0","1.7e-05","0","0","0","1e-05"
"719","Eukaryota;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;NA;NA;","9e-06","2.6e-05","3.1e-05","7e-06","3.2e-05","2e-06","1.1e-05","0.000256","4.3e-05","2e-06","1.7e-05","2.1e-05","2e-06","2.5e-05","8e-06","0","2.9e-05","7.7e-05"
"720","Eukaryota;Euglenozoa;Euglenida;Euglenales;Euglenaceae;NA;NA;","9e-06","1.8e-05","9e-06","7e-06","1e-05","1.2e-05","4e-06","3.1e-05","2e-05","5e-06","7e-06","3e-06","1e-05","8e-06","5.1e-05","0","4.2e-05","0.000122"
"721","Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;NA;NA;","9e-06","3e-06","0","2e-06","0","0","4e-06","0","0","0","3e-06","1.2e-05","0","0","8e-06","0","0","0"
"722","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Woeseiaceae;NA;NA;","9e-06","0","1.8e-05","7e-06","0","0.000523","1.1e-05","3e-06","2e-05","2e-06","3e-06","1.5e-05","1.4e-05","2.9e-05","1.1e-05","2.2e-05","1e-05","3e-06"
"723","Eukaryota;Basidiomycota;Ustilaginomycetes;Violaceomycetales;Violaceomycetaceae;NA;NA;","9e-06","1.3e-05","3.1e-05","0","1.2e-05","2e-06","7e-06","3e-06","0","0","0","1.2e-05","0","3.8e-05","3e-06","3e-06","3e-06","0"
"724","Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;NA;NA;","9e-06","3e-06","0","7e-06","0","2e-06","1.8e-05","3e-06","3e-06","5e-06","7e-06","0","6e-06","4e-06","0","3e-06","1e-05","7e-06"
"725","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Ancalomicrobiaceae;NA;NA;","9e-06","1e-05","1.3e-05","6.9e-05","2.4e-05","1.2e-05","5.5e-05","7.4e-05","0.000117","4.1e-05","1.7e-05","3.3e-05","3e-05","8e-06","2.4e-05","6.6e-05","6.1e-05","3.8e-05"
"726","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;NA;NA;","9e-06","1.3e-05","2.6e-05","2e-06","8e-06","5e-06","0","1.2e-05","4.8e-05","5e-06","1.7e-05","1.8e-05","8e-06","2.5e-05","5e-06","0","2.6e-05","7e-06"
"727","Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;NA;NA;","9e-06","0","4e-06","0","2e-06","0","4e-06","0","2e-05","0","0","0","5e-06","4e-06","0","0","0","7e-06"
"728","Eukaryota;NA;NA;Jakobida;Andaluciidae;NA;NA;","9e-06","1.6e-05","2.6e-05","2e-06","2.5e-05","9e-06","4e-06","3e-06","6e-06","0","1.4e-05","1.8e-05","0","1.7e-05","8e-06","0","6e-06","0"
"729","Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;NA;NA;","7e-06","0","1.3e-05","2e-06","0","9e-06","0","0","6e-06","5e-06","3e-06","9e-06","2e-06","4e-06","0","0","0","0"
"730","Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;NA;NA;","7e-06","3e-06","0","5e-06","0","2e-06","1.5e-05","1.2e-05","1.1e-05","9e-06","0","0","3e-06","0","0","3e-06","1.3e-05","3e-06"
"731","Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;NA;NA;","7e-06","1e-05","1.3e-05","2e-06","7e-06","7e-06","0","0","0","0","0","3e-06","0","4e-06","3e-06","3e-06","3e-06","3e-06"
"732","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;NA;NA;","7e-06","8e-06","0","2e-06","7e-06","2e-06","0","3e-06","0","5e-06","3e-06","6e-06","0","1.3e-05","0","3e-06","0","0"
"733","Eukaryota;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;NA;NA;","7e-06","3e-06","2.2e-05","1e-05","6.4e-05","2e-06","7e-06","0","2.3e-05","0","0","3e-06","3e-06","8e-06","0","0","0","0"
"734","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;NA;NA;","7e-06","3e-06","4e-06","1.2e-05","0","0","1.1e-05","0","0","0","3e-06","0","5e-06","0","0","0","0","0"
"735","Eukaryota;NA;Cryptophyceae;Cyathomonadacea;Goniomonadaceae;NA;NA;","7e-06","1e-05","0","0","3.4e-05","0","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"736","Eukaryota;Rhodophyta;Florideophyceae;Hildenbrandiales;Hildenbrandiaceae;NA;NA;","7e-06","3e-06","4e-06","1.4e-05","5e-06","7e-06","2.9e-05","4e-05","0","5e-06","7e-06","3e-06","3e-06","4e-06","3e-06","2.2e-05","3.9e-05","4.5e-05"
"737","Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;NA;NA;","7e-06","4.7e-05","4.4e-05","1.9e-05","3e-05","7e-06","3.7e-05","4.6e-05","1.4e-05","1.1e-05","1.4e-05","3.3e-05","1.1e-05","7.1e-05","2.4e-05","1.3e-05","3e-06","3.5e-05"
"738","Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA;","7e-06","3e-06","9e-06","5e-06","5e-06","0","4e-06","0","0","0","0","0","0","0","3e-06","0","6e-06","3e-06"
"739","Eukaryota;NA;Dinophyceae;Peridiniales;Heterocapsaceae;NA;NA;","7e-06","5e-06","0","0","3e-06","0","0","0","0","0","0","0","0","0","0","0","3e-06","0"
"740","Eukaryota;Parabasalia;NA;Trichonymphida;Trichonymphidae;NA;NA;","7e-06","3.1e-05","0.000123","4.3e-05","0","0","7e-06","0","0","2.5e-05","4.9e-05","2.4e-05","6e-06","1.7e-05","3e-06","0","3.5e-05","0"
"741","Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;NA;NA;","7e-06","1.8e-05","4e-06","2e-06","2.5e-05","2e-06","7e-06","6.2e-05","6.8e-05","2e-06","1e-05","3e-06","1e-05","6.3e-05","8e-06","0","3e-06","5.9e-05"
"742","Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;NA;NA;","7e-06","1.3e-05","1.3e-05","0","1.4e-05","5e-06","0","3e-06","3e-06","0","0","9e-06","5e-06","0","0","0","0","0"
"743","Eukaryota;NA;NA;Jakobida;Jakobidae;NA;NA;","7e-06","2.6e-05","3.9e-05","2e-06","2e-05","1.2e-05","4e-06","0","0","9e-06","0","2.4e-05","0","2.1e-05","5e-06","3e-06","0","0"
"744","Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;NA;NA;","7e-06","5e-06","4e-06","0","5e-06","0","4e-06","0","0","0","0","0","0","4e-06","5e-06","0","0","0"
"745","Eukaryota;Microsporidia;NA;NA;Spraguidae;NA;NA;","7e-06","2.1e-05","1.8e-05","1.4e-05","1e-05","5e-06","1.1e-05","0","3e-06","2e-06","7e-06","3e-06","0","3.4e-05","0","3e-06","3e-06","0"
"747","Eukaryota;Ascomycota;Dothideomycetes;Aulographales;Aulographaceae;NA;NA;","7e-06","1.3e-05","0","2e-06","5e-06","5e-06","4e-06","0","9e-06","0","7e-06","3e-06","2e-06","3.8e-05","0","0","3e-06","7e-06"
"748","Eukaryota;Ciliophora;Litostomatea;Haptorida;Spathidiidae;NA;NA;","7e-06","1.6e-05","1.8e-05","0","1.4e-05","5e-06","0","0","0","2e-06","3e-06","1.2e-05","0","4e-06","3e-06","0","3e-06","0"
"749","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;NA;NA;","7e-06","3e-06","9e-06","3.6e-05","2e-06","1.2e-05","0","6e-06","3.7e-05","2.5e-05","1e-05","6e-06","6e-06","1.3e-05","0.000113","9e-06","2.6e-05","2.4e-05"
"750","Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;NA;NA;","7e-06","0","4e-06","0","2e-06","0","0","0","0","2e-06","1.4e-05","3e-06","0","8e-06","0","0","0","3e-06"
"751","Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;NA;NA;","7e-06","2.4e-05","1.3e-05","1.4e-05","8e-06","1.6e-05","7e-06","5.2e-05","5.4e-05","2e-06","1.4e-05","1.8e-05","2.1e-05","2.5e-05","8e-06","0","6e-06","1.4e-05"
"752","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;NA;NA;","7e-06","2.6e-05","2.2e-05","7e-06","1.4e-05","2e-06","0","3e-06","3e-06","0","0","3e-06","5e-06","4.2e-05","3e-06","6e-06","0","0"
"753","Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;NA;","7e-06","1.3e-05","3.9e-05","7e-06","1e-05","0","1.8e-05","2.2e-05","1.4e-05","1.8e-05","3e-06","1.2e-05","6e-06","8e-06","8e-06","6e-06","2.6e-05","7e-06"
"754","Eukaryota;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;NA;NA;","7e-06","3e-06","0","0","2e-06","0","0","0","0","5e-06","3e-06","6e-06","0","8e-06","0","0","3e-06","0"
"755","Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;NA;NA;","7e-06","3e-06","4e-06","2e-06","8e-06","0","0","0","0","0","0","3e-06","0","4e-06","0","0","0","3e-06"
"756","Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Candidatus Parilichlamydiaceae;NA;NA;","7e-06","0.000118","1.3e-05","1.2e-05","9e-05","2e-06","4.4e-05","0.000259","2e-05","7e-06","1.4e-05","0.000153","6.6e-05","8e-06","7e-05","3e-06","4.2e-05","3.1e-05"
"757","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;NA;NA;","7e-06","8e-06","9e-06","1.7e-05","8e-06","0","4e-06","0","1.1e-05","0","1.4e-05","3e-06","2e-06","0","5e-06","0","1.9e-05","0"
"758","Bacteria;Cyanobacteria;NA;Chroococcidiopsidales;Chroococcidiopsidaceae;NA;NA;","7e-06","7.6e-05","4e-06","1.7e-05","7e-06","2.3e-05","1.8e-05","2.8e-05","6e-06","7e-06","2.1e-05","0.000135","1.3e-05","4e-06","6.2e-05","3e-06","7.1e-05","4.5e-05"
"759","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Notoacmeibacteraceae;NA;NA;","7e-06","2.4e-05","9e-06","1e-05","2.2e-05","5e-06","7e-06","3.1e-05","1.4e-05","0","7e-06","2.7e-05","3e-06","4e-06","1.9e-05","0","1.9e-05","1e-05"
"760","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Gelatoporiaceae;NA;NA;","7e-06","0","4e-06","2e-06","1.7e-05","0","4e-05","3e-06","0","2e-06","7e-06","0","0","1.3e-05","0","3e-06","0","7e-06"
"761","Eukaryota;Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;NA;NA;","7e-06","3e-06","9e-06","1e-05","2.5e-05","2e-06","4e-06","0","6e-06","3.4e-05","0","0","0","0","3e-06","0","0","0"
"762","Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;NA;NA;","7e-06","1.6e-05","4e-06","5e-06","2.2e-05","7e-06","0","1.2e-05","3.1e-05","2e-06","0","9e-06","3e-06","1.7e-05","0","0","1.6e-05","3e-06"
"763","Bacteria;Candidatus Mcinerneyibacteriota;Candidatus Mcinerneyibacteria;Candidatus Mcinerneyibacteriales;Candidatus Mcinerneyibacteriaceae;NA;NA;","7e-06","1.6e-05","4e-06","4.3e-05","1.2e-05","2.3e-05","1.1e-05","9e-06","1.1e-05","1.8e-05","1.4e-05","2.1e-05","3.2e-05","3.4e-05","1.3e-05","0","2.2e-05","5.9e-05"
"764","Bacteria;NA;NA;NA;Candidatus Chazhemtobacteraceae;NA;NA;","7e-06","1.6e-05","1.8e-05","5e-06","2e-06","9e-06","4e-06","6e-06","0","0","7e-06","2.1e-05","5e-06","0","8e-06","0","3e-06","0"
"765","Eukaryota;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;NA;NA;","5e-06","8e-06","9e-06","1.2e-05","3e-06","5e-06","1.8e-05","0","3e-06","2e-06","0","1.8e-05","8e-06","0","1.1e-05","0","0","3e-06"
"767","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;NA;NA;","5e-06","3e-06","9e-06","2e-06","1.7e-05","2e-06","1.1e-05","0","9e-06","2e-06","3e-06","3e-06","0","5.4e-05","8e-06","9e-06","0","0"
"768","Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;NA;NA;","5e-06","1.3e-05","0","7e-06","7e-06","7e-06","7e-06","0","0","2e-06","3e-06","1.2e-05","5e-06","1.3e-05","0","9e-06","3e-06","0"
"769","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;NA;NA;","5e-06","8e-06","1.3e-05","0","2e-05","1.6e-05","0","3e-06","3e-06","7e-06","7e-06","6e-06","2e-06","1.7e-05","5e-06","0","0","0"
"770","Eukaryota;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;NA;NA;","5e-06","3e-06","9e-06","1.7e-05","5e-06","0","0","4.3e-05","9e-06","0","1e-05","1.2e-05","0","1.7e-05","8e-06","0","6e-06","7e-06"
"771","Eukaryota;Ciliophora;Armophorea;Metopida;Metopidae;NA;NA;","5e-06","0","0","0","0","0","0","0","0","0","0","3e-06","0","0","0","0","3e-06","0"
"772","Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;NA;NA;","5e-06","3e-06","4e-06","2e-06","8e-06","0","0","0","0","0","1e-05","3e-06","2e-06","4e-06","3e-06","0","0","0"
"773","Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;NA;NA;","5e-06","5e-06","3.1e-05","0","1.4e-05","0","0","0","0","2e-06","3e-06","3e-06","2e-06","4e-06","0","0","3e-06","0"
"774","Eukaryota;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;NA;NA;","5e-06","2.9e-05","1.3e-05","2e-06","7e-06","5e-06","4e-06","3e-06","9e-06","0","3e-06","0","8e-06","3.8e-05","0","3e-06","0","0"
"775","Eukaryota;Rhodophyta;Florideophyceae;Thoreales;Thoreaceae;NA;NA;","5e-06","0","0","2e-06","0","2e-06","0","0","0","0","0","6e-06","5e-06","0","1.6e-05","0","0","0"
"776","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;NA;NA;","5e-06","0","0","7e-06","2e-06","5e-06","1.1e-05","3e-06","9e-06","0","3e-06","1.2e-05","8e-06","2.5e-05","0","0","3e-06","7e-06"
"777","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleomassariaceae;NA;NA;","5e-06","3e-06","4e-06","0","1e-05","2e-06","0","0","0","2e-06","0","1.8e-05","2e-06","0","0","0","0","0"
"778","Eukaryota;Microsporidia;NA;NA;Dubosqiidae;NA;NA;","5e-06","3.4e-05","4.8e-05","2.4e-05","5e-06","1.4e-05","2.9e-05","0","3e-06","2e-06","3e-06","2.1e-05","0","1.7e-05","8e-06","6e-06","0","3e-06"
"779","Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;NA;NA;","5e-06","3e-06","4.4e-05","2e-06","1.7e-05","0","7e-06","0","9e-06","7e-06","0","1.8e-05","6e-06","4e-06","0","0","3e-06","3e-06"
"780","Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;NA;NA;","5e-06","0","4e-06","0","0","5e-06","0","0","0","0","0","3e-06","0","0","0","0","0","3e-06"
"781","Eukaryota;Chlorophyta;Chlorophyceae;NA;Microsporaceae;NA;NA;","5e-06","0","1.3e-05","5e-06","5e-06","2e-06","0","0","0","2e-06","0","0","2e-06","4e-06","0","0","0","0"
"782","Eukaryota;Haptista;Centroplasthelida;Pterocystida;Raphidiophryidae;NA;NA;","5e-06","5e-06","1.3e-05","0","2e-06","0","0","0","3e-06","0","0","0","0","4e-06","0","0","6e-06","0"
"783","Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Anthracoideaceae;NA;NA;","5e-06","3e-06","0","0","0","9e-06","0","0","0","0","7e-06","3e-06","3.8e-05","0","5e-06","0","6e-06","0"
"785","Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Argynnaceae;NA;NA;","5e-06","2.1e-05","2.2e-05","0","5e-06","2e-06","4e-06","4.3e-05","6e-06","7e-06","0","3e-06","2e-06","2.5e-05","3e-06","3e-06","0","1.4e-05"
"786","Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;NA;NA;","5e-06","5e-06","1.3e-05","2e-06","0","0","0","0","0","0","3e-06","3e-06","2e-06","8e-06","3e-06","0","0","0"
"787","Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Choreocolacaceae;NA;NA;","5e-06","0","0","2e-06","8e-06","0","0","0","0","0","0","9e-06","5e-06","4e-06","0","0","0","0"
"788","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Segniliparaceae;NA;NA;","5e-06","1.3e-05","4e-06","1e-05","3e-06","0","7e-06","3e-06","1.7e-05","1.1e-05","1.7e-05","9e-06","2.9e-05","0","0","0","1.6e-05","3e-06"
"789","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;NA;NA;","5e-06","0.000141","6.6e-05","2.1e-05","0.000144","1.6e-05","4e-06","0.000228","6e-06","5e-06","7e-06","9e-05","2.4e-05","3.8e-05","0.00015","0","3e-06","3e-06"
"791","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;NA;NA;","5e-06","5e-06","0","5e-06","3e-06","5e-06","0","0","3e-06","2e-06","0","6e-06","5e-06","0","5e-06","0","0","0"
"792","Bacteria;Actinobacteria;Actinobacteria;Candidatus Actinomarinales;Candidatus Actinomarinaceae;NA;NA;","5e-06","1.8e-05","0","2.9e-05","3e-06","0","0","0.000431","6e-06","5.5e-05","1e-05","3e-06","0","0","0","2.2e-05","0","5.6e-05"
"793","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;NA;NA;","5e-06","0","4e-06","7e-06","0","0","7e-06","0","9e-06","9e-06","3e-06","0","3e-06","4e-06","0","0","3e-06","0"
"794","Bacteria;Actinobacteria;Nitriliruptoria;Egicoccales;Egicoccaceae;NA;NA;","5e-06","0","4e-06","2.1e-05","2e-06","1.2e-05","1.5e-05","0","6e-06","5e-06","7e-06","1.5e-05","3e-06","0","3e-06","3.4e-05","6e-06","1e-05"
"795","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;NA;NA;","5e-06","3e-06","4e-06","2e-06","1.4e-05","0","7e-06","0","0","7e-06","0","1.2e-05","0","4e-06","3e-06","0","0","0"
"796","Bacteria;Cyanobacteria;NA;Nostocales;Symphyonemataceae;NA;NA;","5e-06","0","0","0","2e-06","2e-06","0","0","0","5e-06","3e-06","0","2e-06","4e-06","0","0","0","0"
"797","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhabdaerophilaceae;NA;NA;","5e-06","1.8e-05","2.6e-05","7.8e-05","0","2.3e-05","5.5e-05","4.3e-05","3.1e-05","1.1e-05","2.1e-05","3.6e-05","4.5e-05","9.6e-05","0","3.4e-05","4.5e-05","2.1e-05"
"798","Bacteria;Cyanobacteria;NA;Nostocales;Rivulariaceae;NA;NA;","2e-06","3e-06","4e-06","0","0","2e-06","0","0","9e-06","2e-06","0","6e-06","6e-06","4e-06","0","6e-06","3e-06","3e-06"
"799","Eukaryota;Rhodophyta;Florideophyceae;Palmariales;Palmariaceae;NA;NA;","2e-06","0","0","0","0","2e-06","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"800","Eukaryota;NA;Phaeophyceae;Dictyotales;Dictyotaceae;NA;NA;","2e-06","5e-06","0","7e-06","0","0","0","0","0","0","0","0","2e-06","0","0","0","0","0"
"801","Eukaryota;NA;Xanthophyceae;Vaucheriales;Vaucheriaceae;NA;NA;","2e-06","1e-05","9e-06","2e-06","3e-06","0","0","3e-06","0","0","2.8e-05","9e-06","1e-05","8e-06","0","0","0","0"
"802","Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Ascosphaeraceae;NA;NA;","2e-06","2.4e-05","1.8e-05","5e-06","1.7e-05","5e-06","4e-06","0","3e-06","5e-06","0","1.5e-05","0","2.5e-05","5e-06","0","3e-06","0"
"803","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;NA;NA;","2e-06","3e-06","4e-06","0","7e-06","0","4e-06","0","0","0","0","6e-06","3e-06","0","3e-06","0","0","0"
"804","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;NA;NA;","2e-06","1e-05","1.8e-05","0","1e-05","9e-06","7e-06","0","0","7e-06","0","9e-06","0","1.3e-05","1.3e-05","0","0","3e-06"
"805","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;NA;NA;","2e-06","0","0","0","0","0","0","0","0","0","0","9e-06","0","0","0","0","3e-06","0"
"806","Eukaryota;Microsporidia;NA;NA;Nosematidae;NA;NA;","2e-06","6.8e-05","9.2e-05","4.8e-05","3.7e-05","2.3e-05","1.1e-05","3e-06","3e-06","7e-06","1.7e-05","2.4e-05","3e-06","7.1e-05","2.1e-05","3e-06","1e-05","3e-06"
"807","Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;NA;NA;","2e-06","0","0","0","5e-06","2e-06","0","0","9e-06","1.4e-05","0","0","2e-06","0","0","0","0","3e-06"
"808","Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;Liagoraceae;NA;NA;","2e-06","0","0","7e-06","3e-06","0","4e-06","0","0","1.4e-05","0","0","0","1.3e-05","3e-06","0","6e-06","0"
"809","Eukaryota;Rhodophyta;Florideophyceae;Rhodogorgonales;Rhodogorgonaceae;NA;NA;","2e-06","0","0","2e-06","0","5e-06","0","9e-06","0","5e-06","0","0","5e-06","0","0","0","0","0"
"810","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;NA;NA;","2e-06","1.3e-05","9.2e-05","5e-06","0.000377","9e-06","0","0","0","0","7e-06","6e-06","5e-06","4e-06","1.3e-05","0","0","0"
"811","Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;NA;NA;","2e-06","0","0","2e-06","5e-06","0","4e-06","3e-06","0","5e-06","3e-06","0","3e-06","0","0","0","0","0"
"812","Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;NA;NA;","2e-06","0","0","0","0","0","0","0","0","0","0","6e-06","0","0","0","0","0","3e-06"
"813","Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Ostreobiaceae;NA;NA;","2e-06","3e-06","0","0","0","0","4e-06","0","0","0","3e-06","1.2e-05","8e-06","0","0","0","3e-06","0"
"814","Eukaryota;Chlorophyta;Ulvophyceae;Cladophorales;Cladophoraceae;NA;NA;","2e-06","0","4e-06","0","2e-06","0","0","1.5e-05","0","0","0","0","0","0","0","0","0","0"
"815","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;NA;NA;","2e-06","0","0","0","1.9e-05","0","0","0","0","0","7e-06","3e-06","3e-06","0","0","0","0","0"
"816","Eukaryota;Ascomycota;Dothideomycetes;Patellariales;Patellariaceae;NA;NA;","2e-06","1e-05","0","0","2e-06","2e-06","0","0","0","0","1.4e-05","3e-06","0","0","3e-06","0","0","0"
"818","Eukaryota;Rhodophyta;Florideophyceae;Nemastomatales;Schizymeniaceae;NA;NA;","2e-06","0","0","0","5e-06","0","4e-06","1.2e-05","3e-06","0","0","0","5e-06","0","0","3e-06","1.3e-05","3e-06"
"819","Eukaryota;Ascomycota;Dothideomycetes;Phaeotrichales;Phaeotrichaceae;NA;NA;","2e-06","5.5e-05","2.6e-05","0","5e-06","0","1.5e-05","0","0","0","0","1.2e-05","0","2.1e-05","3e-06","0","6e-06","3e-06"
"820","Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;NA;NA;","2e-06","0","1.8e-05","0","0","0","0","0","0","0","0","3e-06","0","4e-06","0","0","3e-06","0"
"821","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascodesmidaceae;NA;NA;","2e-06","3e-06","9.6e-05","0","0","2e-06","7e-06","0","0","2e-06","0","0","3e-06","0","3e-06","0","1e-05","0"
"822","Eukaryota;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;NA;NA;","2e-06","8e-06","0","0","2e-06","2e-06","2.2e-05","3e-06","0","0","0","3e-06","0","4e-06","0","0","6e-06","0"
"823","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;NA;","2e-06","3.9e-05","4e-06","5.7e-05","2e-06","2e-06","0","0","3e-06","2e-06","6.6e-05","0","0","0","0","0","6e-06","0"
"824","Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;Harpellaceae;NA;NA;","2e-06","1.8e-05","1.3e-05","5e-06","1e-05","2e-06","7e-06","0","0","0","0","1.2e-05","0","2.5e-05","8e-06","0","0","0"
