A	B	C	D
09100	09110	00901	K21896
09100	09110	00901	K12697
09100	09110	00901	K12698
09100	09110	00901	K12699
09100	09110	00901	K22433
09100	09110	00901	K22434
09100	09110	00901	K22435
09100	09110	00901	K22436
09100	09110	00901	K14130
09100	09110	00901	K18884
09100	09110	00901	K17746
09100	09110	00901	K19182
09100	09110	00901	K19183
09100	09110	00901	K19184
09100	09110	00901	K14135
09100	09110	00901	K21819
09100	09110	00901	K25463
09100	09110	00403	K18385
09100	09110	00403	K18386
09100	09110	00403	K18387
09100	09110	00403	K18388
09100	09110	00403	K18389
09100	09110	00403	K18390
09100	09110	00403	K18391
09100	09110	00403	K18392
09100	09110	00403	K18393
09100	09110	00403	K18394
09100	09110	00403	K18395
09100	09110	00403	K18396
09100	09110	00403	K18397
09100	09110	00950	K03334
09100	09110	00950	K14454
09100	09110	00950	K14455
09100	09110	00950	K00811
09100	09110	00950	K00812
09100	09110	00950	K00813
09100	09110	00950	K11358
09100	09110	00950	K15849
09100	09110	00950	K00815
09100	09110	00950	K00832
09100	09110	00950	K00838
09100	09110	00950	K22327
09100	09110	00950	K13382
09100	09110	00950	K13383
09100	09110	00950	K13384
09100	09110	00950	K13385
09100	09110	00950	K13386
09100	09110	00950	K22088
09100	09110	00950	K22089
09100	09110	00950	K13387
09100	09110	00950	K00422
09100	09110	00950	K00501
09100	09110	00950	K00505
09100	09110	00950	K01592
09100	09110	00950	K01593
09100	09110	00950	K22090
09100	09110	00950	K21311
09100	09110	00950	K21208
09100	09110	00950	K00274
09100	09110	00950	K00276
09100	09110	00950	K13371
09100	09110	00950	K13372
09100	09110	00950	K22091
09100	09110	00950	K22092
09100	09110	00950	K13389
09100	09110	00950	K21580
09100	09110	00950	K13390
09100	09110	00950	K22093
09100	09110	00950	K13391
09100	09110	00950	K13392
09100	09110	00950	K13393
09100	09110	00950	K01742
09100	09110	00950	K14975
09100	09110	00950	K14976
09100	09110	00950	K03378
09100	09110	00950	K13394
09100	09110	00950	K00307
09100	09110	00950	K21070
09100	09110	00950	K13395
09100	09110	00950	K13396
09100	09110	00950	K20621
09100	09110	00950	K22094
09100	09110	00950	K22095
09100	09110	00950	K22096
09100	09110	00950	K22097
09100	09110	00950	K22098
09100	09110	00950	K23157
09100	09110	00950	K23158
09100	09110	00950	K21692
09100	09110	00950	K21693
09100	09110	00950	K13397
09100	09110	00950	K13398
09100	09110	00960	K05353
09100	09110	00960	K00276
09100	09110	00960	K25580
09100	09110	00960	K00660
09100	09110	00960	K25581
09100	09110	00960	K05354
09100	09110	00960	K08081
09100	09110	00960	K14454
09100	09110	00960	K14455
09100	09110	00960	K00811
09100	09110	00960	K00812
09100	09110	00960	K00813
09100	09110	00960	K11358
09100	09110	00960	K15849
09100	09110	00960	K00815
09100	09110	00960	K00817
09100	09110	00960	K00832
09100	09110	00960	K00838
09100	09110	00960	K05821
09100	09110	00960	K18606
09100	09110	00960	K13607
09100	09110	00960	K25582
09100	09110	00960	K25583
09100	09110	00960	K25584
09100	09110	00960	K12692
09100	09110	00960	K00808
09100	09110	00960	K13608
09100	09110	00960	K13609
09100	09110	00960	K19743
09100	09110	00960	K19064
09100	09110	00960	K01582
09100	09110	00960	K13610
09100	09110	00996	K15812
09100	09110	00996	K25060
09100	09110	00996	K25488
09100	09110	00996	K25486
09100	09110	00996	K25487
09100	09110	00996	K25491
09100	09110	00996	K25489
09100	09110	00996	K25490
09100	09110	00996	K25492
09100	09110	00996	K18383
09100	09110	00996	K24276
09100	09110	00996	K24277
09100	09110	00996	K12643
09100	09110	00996	K12644
09100	09110	00232	K12729
09100	09110	00232	K12730
09100	09110	00232	K12731
09100	09110	00232	K21722
09100	09110	00232	K21723
09100	09110	00232	K21724
09100	09110	00232	K07409
09100	09110	00232	K00622
09100	09110	00232	K17683
09100	09110	00232	K00106
09100	09110	00232	K21673
09100	09110	00232	K21674
09100	09110	00232	K21675
09100	09110	00232	K00365
09100	09110	00232	K16838
09100	09110	00232	K00492
09100	09110	00965	K00505
09100	09110	00965	K01593
09100	09110	00965	K00545
09100	09110	00965	K15774
09100	09110	00965	K15775
09100	09110	00965	K15776
09100	09110	00965	K15777
09100	09110	00332	K00931
09100	09110	00332	K00147
09100	09110	00332	K18318
09100	09110	00332	K18319
09100	09110	00332	K18317
09100	09110	00332	K18583
09100	09110	00332	K18316
09100	09110	00332	K18582
09100	09110	00332	K18315
09100	09110	00332	K18562
09100	09110	00332	K18563
09100	09110	00332	K18564
09100	09110	00332	K18565
09100	09110	00332	K18566
09100	09110	00332	K18568
09100	09110	00332	K18569
09100	09110	00332	K18570
09100	09110	00332	K18571
09100	09110	00332	K18572
09100	09110	00261	K16421
09100	09110	00261	K16422
09100	09110	00261	K16423
09100	09110	00261	K19102
09100	09110	00261	K19103
09100	09110	00261	K05375
09100	09110	00261	K19104
09100	09110	00261	K19105
09100	09110	00261	K19106
09100	09110	00261	K13811
09100	09110	00261	K00955
09100	09110	00261	K00956
09100	09110	00261	K00957
09100	09110	00261	K00958
09100	09110	00261	K00928
09100	09110	00261	K12524
09100	09110	00261	K12525
09100	09110	00261	K12526
09100	09110	00261	K00133
09100	09110	00261	K01714
09100	09110	00261	K00215
09100	09110	00261	K19107
09100	09110	00261	K19108
09100	09110	00261	K19109
09100	09110	00261	K19110
09100	09110	00261	K19111
09100	09110	00261	K19112
09100	09110	00261	K19113
09100	09110	00331	K12673
09100	09110	00331	K12674
09100	09110	00331	K12675
09100	09110	00331	K12676
09100	09110	00331	K12677
09100	09110	00521	K00844
09100	09110	00521	K12407
09100	09110	00521	K00845
09100	09110	00521	K25026
09100	09110	00521	K01835
09100	09110	00521	K15778
09100	09110	00521	K01858
09100	09110	00521	K01092
09100	09110	00521	K00010
09100	09110	00521	K05957
09100	09110	00521	K04339
09100	09110	00521	K04340
09100	09110	00521	K00973
09100	09110	00521	K23144
09100	09110	00521	K01710
09100	09110	00521	K01790
09100	09110	00521	K00067
09100	09110	00521	K23987
09100	09110	00521	K04341
09100	09110	00521	K04342
09100	09110	00521	K12570
09100	09110	00524	K00844
09100	09110	00524	K12407
09100	09110	00524	K00845
09100	09110	00524	K25026
09100	09110	00524	K13546
09100	09110	00524	K13547
09100	09110	00524	K13548
09100	09110	00524	K13549
09100	09110	00524	K13550
09100	09110	00524	K13551
09100	09110	00524	K17078
09100	09110	00524	K13552
09100	09110	00524	K20565
09100	09110	00524	K20566
09100	09110	00524	K13553
09100	09110	00524	K20567
09100	09110	00524	K20568
09100	09110	00524	K13554
09100	09110	00524	K13555
09100	09110	00524	K13556
09100	09110	00524	K13557
09100	09110	00524	K13558
09100	09110	00524	K13559
09100	09110	00524	K13560
09100	09110	00524	K13561
09100	09110	00524	K13562
09100	09110	00524	K13563
09100	09110	00524	K13564
09100	09110	00524	K20569
09100	09110	00524	K20570
09100	09110	00524	K20571
09100	09110	00524	K20572
09100	09110	00524	K20573
09100	09110	00524	K20574
09100	09110	00524	K20152
09100	09110	00524	K20575
09100	09110	00524	K20576
09100	09110	00524	K20577
09100	09110	00524	K20578
09100	09110	00524	K20579
09100	09110	00524	K20580
09100	09110	00524	K20581
09100	09110	00524	K20582
09100	09110	00524	K20583
09100	09110	00524	K20584
09100	09110	00524	K20585
09100	09110	00524	K20586
09100	09110	00524	K20587
09100	09110	00524	K20588
09100	09110	00524	K20589
09100	09110	00524	K20590
09100	09110	00524	K20591
09100	09110	00524	K20592
09100	09110	00524	K20593
09100	09110	00524	K20594
09100	09110	00524	K20595
09100	09110	00524	K20596
09100	09110	00524	K20597
09100	09110	00524	K20598
09100	09110	00525	K19969
09100	09110	00525	K19979
09100	09110	00525	K19974
09100	09110	00525	K20424
09100	09110	00525	K20425
09100	09110	00525	K20426
09100	09110	00525	K20427
09100	09110	00525	K00973
09100	09110	00525	K23144
09100	09110	00525	K01710
09100	09110	00525	K20428
09100	09110	00525	K20430
09100	09110	00525	K19978
09100	09110	00525	K20431
09100	09110	00525	K20432
09100	09110	00525	K20433
09100	09110	00525	K20434
09100	09110	00525	K20435
09100	09110	00525	K20436
09100	09110	00525	K20437
09100	09110	00525	K20438
09100	09110	00525	K21036
09100	09110	00525	K20439
09100	09110	00525	K20440
09100	09110	00525	K20441
09100	09110	00525	K20442
09100	09110	00525	K20443
09100	09110	00401	K12701
09100	09110	00401	K12702
09100	09110	00401	K12703
09100	09110	00401	K12704
09100	09110	00401	K04517
09100	09110	00401	K14187
09100	09110	00401	K00220
09100	09110	00401	K24018
09100	09110	00401	K00812
09100	09110	00401	K00813
09100	09110	00401	K11358
09100	09110	00401	K00815
09100	09110	00401	K00817
09100	09110	00401	K00832
09100	09110	00401	K00838
09100	09110	00401	K12707
09100	09110	00401	K12708
09100	09110	00401	K12709
09100	09110	00401	K12705
09100	09110	00401	K12711
09100	09110	00401	K12712
09100	09110	00401	K12713
09100	09110	00401	K12714
09100	09110	00401	K12719
09100	09110	00401	K12720
09100	09110	00401	K12721
09100	09110	00401	K12723
09100	09110	00401	K17626
09100	09110	00401	K12722
09100	09110	00401	K12724
09100	09110	00404	K20075
09100	09110	00404	K20076
09100	09110	00404	K20077
09100	09110	00404	K20078
09100	09110	00404	K20079
09100	09110	00404	K20080
09100	09110	00404	K20081
09100	09110	00404	K20082
09100	09110	00404	K16438
09100	09110	00404	K20085
09100	09110	00404	K20086
09100	09110	00404	K20087
09100	09110	00404	K20088
09100	09110	00404	K20089
09100	09110	00404	K20090
09100	09110	00404	K14266
09100	09110	00404	K19884
09100	09110	00404	K19885
09100	09110	00404	K19886
09100	09110	00404	K19887
09100	09110	00404	K19888
09100	09110	00404	K19889
09100	09110	00404	K19981
09100	09110	00404	K14257
09100	09110	00404	K19982
09100	09110	00404	K18281
09100	09110	00404	K14132
09100	09110	00404	K17475
09100	09110	00404	K18280
09100	09110	00404	K17827
09100	09110	00404	K17826
09100	09110	00404	K14134
09100	09110	00404	K17825
09100	09110	00404	K18279
09100	09110	00404	K23888
09100	09110	00404	K21294
09100	09110	00404	K23889
09100	09110	00404	K23890
09100	09110	00404	K23891
09100	09110	00404	K23892
09100	09110	00405	K13063
09100	09110	00405	K20261
09100	09110	00405	K06998
09100	09110	00405	K20260
09100	09110	00405	K20262
09100	09110	00405	K21103
09100	09110	00405	K20940
09100	09110	00405	K21338
09100	09110	00405	K01657
09100	09110	00405	K01658
09100	09110	00405	K18000
09100	09110	00405	K18003
09100	09110	00405	K20257
09100	09110	00405	K18001
09100	09110	00405	K18002
09100	09110	00405	K17940
09100	09110	00333	K21428
09100	09110	00333	K21778
09100	09110	00333	K21779
09100	09110	00333	K21780
09100	09110	00333	K21781
09100	09110	00333	K21782
09100	09110	00333	K21783
09100	09110	00333	K21784
09100	09110	00333	K21785
09100	09110	00333	K21786
09100	09110	00333	K21787
09100	09110	00333	K00645
09100	09110	00333	K21788
09100	09110	00333	K00059
09100	09110	00333	K00208
09100	09110	00333	K21789
09100	09110	00333	K21790
09100	09110	00333	K21791
09100	09110	00333	K21792
09100	09110	00333	K21793
09100	09110	00254	K11262
09100	09110	00254	K01946
09100	09110	00254	K15316
09100	09110	00254	K17643
09100	09110	00254	K17644
09100	09110	00254	K17645
09100	09110	00254	K17652
09100	09110	00254	K17646
09100	09110	00254	K24440
09100	09110	00254	K24855
09100	09110	00254	K17647
09100	09110	00254	K17648
09100	09110	00254	K24439
09100	09110	00254	K24856
09100	09110	00254	K24438
09100	09110	00254	K24857
09100	09110	00254	K24858
09100	09110	00254	K17649
09100	09110	00254	K17650
09100	09110	00254	K17651
09100	09110	00998	K18652
09100	09110	00998	K18653
09100	09110	00998	K18654
09100	09110	00998	K09460
09100	09110	00998	K14245
09100	09110	00998	K14246
09100	09110	00998	K22798
09100	09110	00998	K02078
09100	09110	00998	K22799
09100	09110	00998	K22800
09100	09110	00998	K21272
09100	09110	00998	K21271
09100	09110	00998	K22801
09100	09110	00998	K22802
09100	09110	00998	K19546
09100	09110	00998	K19547
09100	09110	00998	K19550
09100	09110	00998	K19549
09100	09110	00998	K19548
09100	09110	00998	K13037
09100	09110	00998	K12628
09100	09110	00998	K12629
09100	09110	00998	K12630
09100	09110	00998	K12631
09100	09110	00998	K12632
09100	09110	00998	K12633
09100	09110	00998	K12634
09100	09110	00998	K12635
09100	09110	00998	K12636
09100	09110	00998	K21949
09100	09110	00998	K21721
09100	09110	00998	K22113
09100	09110	00998	K01957
09100	09110	00998	K22114
09100	09110	00998	K01841
09100	09110	00998	K23999
09100	09110	00998	K09459
09100	09110	00998	K12901
09100	09110	00998	K12904
09100	09110	00998	K12902
09100	09110	00998	K24000
09100	09110	00998	K12903
09100	09110	00998	K22392
09100	09110	00998	K25562
09100	09110	00998	K25597
09100	09110	00998	K25563
09100	09110	00998	K25594
09100	09110	00998	K25598
09100	09110	00998	K12250
09100	09110	00998	K15907
09100	09110	00998	K18056
09100	09110	00998	K17747
09100	09110	00998	K18091
09100	09110	00998	K18057
09100	09110	00998	K17476
09100	09110	00998	K17876
09100	09110	00998	K19835
09100	09110	00998	K19834
09100	09110	00998	K22598
09100	09110	00998	K22269
09100	09110	00998	K19741
09100	09110	00998	K19723
09100	09110	00998	K19726
09100	09110	00998	K19725
09100	09110	00998	K19724
09100	09110	00998	K19727
09100	09110	00997	K23646
09100	09110	00997	K23647
09100	09110	00997	K21477
09100	09110	00997	K23665
09100	09110	00997	K23666
09100	09110	00997	K23667
09100	09110	00997	K23668
09100	09110	00997	K22952
09100	09110	00997	K22874
09100	09110	00997	K25524
09100	09110	00997	K25525
09100	09110	00997	K23371
09100	09110	00997	K21949
09100	09110	00997	K21721
09100	09110	00997	K23372
09100	09110	00997	K23373
09100	09110	00997	K23374
09100	09110	00997	K23375
09100	09110	00997	K18686
09100	09110	00997	K22997
09100	09110	00997	K22998
09100	09110	00997	K20981
09100	09110	00997	K20982
09100	09110	00997	K20985
09100	09110	00997	K20980
09100	09110	00997	K20984
09100	09110	00997	K20983
09100	09110	00997	K18287
09100	09110	00997	K17835
09100	09110	00997	K20204
09100	09110	00997	K21898
09100	09110	00997	K23446
09100	09110	00997	K23447
09100	09110	00997	K23669
09100	09110	00997	K23670
09100	09110	00997	K23671
09100	09110	00997	K23672
09100	09110	00997	K23673
09100	09110	00997	K03897
09100	09110	00997	K03896
09100	09110	00997	K03894
09100	09110	00997	K03895
09100	09111	00362	K05549
09100	09111	00362	K05550
09100	09111	00362	K05784
09100	09111	00362	K05783
09100	09111	00362	K03381
09100	09111	00362	K01856
09100	09111	00362	K03464
09100	09111	00362	K01055
09100	09111	00362	K14727
09100	09111	00362	K01031
09100	09111	00362	K01032
09100	09111	00362	K00632
09100	09111	00362	K07823
09100	09111	00362	K03268
09100	09111	00362	K16268
09100	09111	00362	K18089
09100	09111	00362	K18090
09100	09111	00362	K16269
09100	09111	00362	K16249
09100	09111	00362	K16243
09100	09111	00362	K16244
09100	09111	00362	K16242
09100	09111	00362	K16245
09100	09111	00362	K16246
09100	09111	00362	K14333
09100	09111	00362	K00446
09100	09111	00362	K07104
09100	09111	00362	K10621
09100	09111	00362	K10622
09100	09111	00362	K10216
09100	09111	00362	K02554
09100	09111	00362	K18364
09100	09111	00362	K01666
09100	09111	00362	K18365
09100	09111	00362	K04073
09100	09111	00362	K18366
09100	09111	00362	K10217
09100	09111	00362	K15766
09100	09111	00362	K15767
09100	09111	00362	K01821
09100	09111	00362	K01617
09100	09111	00362	K20941
09100	09111	00362	K20942
09100	09111	00362	K20943
09100	09111	00362	K20944
09100	09111	00362	K04098
09100	09111	00362	K00217
09100	09111	00362	K00448
09100	09111	00362	K00449
09100	09111	00362	K01857
09100	09111	00362	K01607
09100	09111	00362	K14334
09100	09111	00362	K04100
09100	09111	00362	K04101
09100	09111	00362	K10219
09100	09111	00362	K10221
09100	09111	00362	K16514
09100	09111	00362	K10220
09100	09111	00362	K16515
09100	09111	00362	K10218
09100	09111	00362	K07824
09100	09111	00362	K22553
09100	09111	00362	K00481
09100	09111	00362	K19065
09100	09111	00362	K22270
09100	09111	00362	K04105
09100	09111	00362	K20458
09100	09111	00362	K01075
09100	09111	00362	K04107
09100	09111	00362	K04108
09100	09111	00362	K04109
09100	09111	00362	K04110
09100	09111	00362	K04112
09100	09111	00362	K04113
09100	09111	00362	K04114
09100	09111	00362	K04115
09100	09111	00362	K19515
09100	09111	00362	K19516
09100	09111	00362	K07537
09100	09111	00362	K07538
09100	09111	00362	K07539
09100	09111	00362	K19066
09100	09111	00362	K19067
09100	09111	00362	K04116
09100	09111	00362	K04117
09100	09111	00362	K07534
09100	09111	00362	K07535
09100	09111	00362	K07536
09100	09111	00362	K04118
09100	09111	00362	K01782
09100	09111	00362	K01825
09100	09111	00362	K07516
09100	09111	00362	K16173
09100	09111	00362	K01615
09100	09111	00362	K20509
09100	09111	00362	K23351
09100	09111	00362	K23352
09100	09111	00362	K00252
09100	09111	00362	K01692
09100	09111	00362	K13767
09100	09111	00362	K00074
09100	09111	00362	K00626
09100	09111	00362	K15511
09100	09111	00362	K15512
09100	09111	00362	K15514
09100	09111	00362	K15513
09100	09111	00627	K10215
09100	09111	00627	K01721
09100	09111	00627	K20807
09100	09111	00627	K01426
09100	09111	00627	K01501
09100	09111	00627	K01512
09100	09111	00627	K04110
09100	09111	00627	K18541
09100	09111	00627	K01781
09100	09111	00627	K15054
09100	09111	00627	K01576
09100	09111	00627	K00141
09100	09111	00627	K07824
09100	09111	00627	K04105
09100	09111	00627	K20458
09100	09111	00627	K04107
09100	09111	00627	K04108
09100	09111	00627	K04109
09100	09111	00627	K03380
09100	09111	00627	K16239
09100	09111	00627	K01612
09100	09111	00627	K21759
09100	09111	00627	K03186
09100	09111	00627	K08295
09100	09111	00627	K09461
09100	09111	00627	K14333
09100	09111	00627	K05599
09100	09111	00627	K05600
09100	09111	00627	K11311
09100	09111	00627	K16319
09100	09111	00627	K16320
09100	09111	00627	K18248
09100	09111	00627	K18249
09100	09111	00627	K23526
09100	09111	00627	K23527
09100	09111	00627	K15055
09100	09111	00627	K15056
09100	09111	00627	K14579
09100	09111	00627	K14580
09100	09111	00627	K14578
09100	09111	00627	K14581
09100	09111	00627	K15057
09100	09111	00627	K01865
09100	09111	00627	K15058
09100	09111	00627	K15059
09100	09111	00627	K15060
09100	09111	00627	K24244
09100	09111	00627	K24245
09100	09111	00627	K15061
09100	09111	00627	K15062
09100	09111	00627	K15063
09100	09111	00627	K21802
09100	09111	00627	K03862
09100	09111	00627	K03863
09100	09111	00627	K04100
09100	09111	00627	K04101
09100	09111	00627	K04099
09100	09111	00627	K10219
09100	09111	00627	K10221
09100	09111	00627	K15064
09100	09111	00627	K15065
09100	09111	00627	K15066
09100	09111	00627	K22958
09100	09111	00627	K22959
09100	09111	00627	K22960
09100	09111	00627	K01034
09100	09111	00627	K01035
09100	09111	00627	K19709
09100	09111	00627	K01692
09100	09111	00627	K07515
09100	09111	00627	K07514
09100	09111	00627	K07511
09100	09111	00627	K14338
09100	09111	00627	K01101
09100	09111	00627	K21725
09100	09111	00627	K23528
09100	09111	00627	K21726
09100	09111	00627	K21727
09100	09111	00627	K23529
09100	09111	00627	K20712
09100	09111	00627	K20990
09100	09111	00364	K05549
09100	09111	00364	K05550
09100	09111	00364	K05784
09100	09111	00364	K05783
09100	09111	00364	K03381
09100	09111	00364	K01860
09100	09111	00364	K01061
09100	09111	00364	K01856
09100	09111	00364	K20806
09100	09111	00364	K01721
09100	09111	00364	K20807
09100	09111	00364	K03391
09100	09111	00364	K00217
09100	09111	00364	K08686
09100	09111	00364	K20808
09100	09111	00364	K20809
09100	09111	00364	K14417
09100	09111	00364	K14418
09100	09111	00625	K01563
09100	09111	00625	K13953
09100	09111	00625	K13954
09100	09111	00625	K00001
09100	09111	00625	K00121
09100	09111	00625	K04072
09100	09111	00625	K00128
09100	09111	00625	K14419
09100	09111	00625	K14420
09100	09111	00625	K14421
09100	09111	00625	K14422
09100	09111	00625	K20625
09100	09111	00625	K00531
09100	09111	00625	K02591
09100	09111	00625	K02588
09100	09111	00625	K02586
09100	09111	00625	K21647
09100	09111	00625	K21648
09100	09111	00625	K22353
09100	09111	00625	K22354
09100	09111	00625	K22355
09100	09111	00625	K22356
09100	09111	00625	K22357
09100	09111	00625	K22358
09100	09111	00625	K22359
09100	09111	00625	K22360
09100	09111	00625	K22361
09100	09111	00625	K22362
09100	09111	00625	K22363
09100	09111	00625	K08726
09100	09111	00625	K03268
09100	09111	00625	K16268
09100	09111	00625	K18089
09100	09111	00625	K18090
09100	09111	00625	K17070
09100	09111	00625	K00148
09100	09111	00625	K17067
09100	09111	00625	K17068
09100	09111	00625	K14028
09100	09111	00625	K14029
09100	09111	00625	K00114
09100	09111	00625	K01561
09100	09111	00625	K01560
09100	09111	00361	K01563
09100	09111	00361	K03268
09100	09111	00361	K16268
09100	09111	00361	K18089
09100	09111	00361	K18090
09100	09111	00361	K16269
09100	09111	00361	K16249
09100	09111	00361	K16243
09100	09111	00361	K16244
09100	09111	00361	K16242
09100	09111	00361	K16245
09100	09111	00361	K16246
09100	09111	00361	K15236
09100	09111	00361	K00462
09100	09111	00361	K03381
09100	09111	00361	K01860
09100	09111	00361	K01061
09100	09111	00361	K15237
09100	09111	00361	K15238
09100	09111	00361	K15239
09100	09111	00361	K15240
09100	09111	00361	K24293
09100	09111	00361	K15246
09100	09111	00361	K15245
09100	09111	00361	K03391
09100	09111	00361	K21607
09100	09111	00361	K15241
09100	09111	00361	K15242
09100	09111	00361	K00217
09100	09111	00361	K15243
09100	09111	00361	K15244
09100	09111	00361	K23529
09100	09111	00361	K04098
09100	09111	00361	K06912
09100	09111	00361	K10676
09100	09111	00361	K01856
09100	09111	00361	K00446
09100	09111	00361	K07104
09100	09111	00361	K15253
09100	09111	00361	K01560
09100	09111	00361	K01561
09100	09111	00623	K07540
09100	09111	00623	K07543
09100	09111	00623	K07544
09100	09111	00623	K07545
09100	09111	00623	K07546
09100	09111	00623	K07547
09100	09111	00623	K07548
09100	09111	00623	K07549
09100	09111	00623	K07550
09100	09111	00623	K16249
09100	09111	00623	K16243
09100	09111	00623	K16244
09100	09111	00623	K16242
09100	09111	00623	K16245
09100	09111	00623	K16246
09100	09111	00623	K03268
09100	09111	00623	K16268
09100	09111	00623	K18089
09100	09111	00623	K18090
09100	09111	00623	K16269
09100	09111	00623	K15760
09100	09111	00623	K15761
09100	09111	00623	K15762
09100	09111	00623	K15763
09100	09111	00623	K15764
09100	09111	00623	K15765
09100	09111	00623	K03380
09100	09111	00623	K15757
09100	09111	00623	K15758
09100	09111	00623	K00055
09100	09111	00623	K00141
09100	09111	00623	K05797
09100	09111	00623	K20200
09100	09111	00623	K20199
09100	09111	00623	K20218
09100	09111	00623	K15766
09100	09111	00623	K15767
09100	09111	00623	K03381
09100	09111	00623	K01856
09100	09111	00623	K15768
09100	09111	00623	K15769
09100	09111	00623	K19629
09100	09111	00623	K19630
09100	09111	00623	K01860
09100	09111	00623	K01061
09100	09111	00623	K00217
09100	09111	00622	K15757
09100	09111	00622	K15758
09100	09111	00622	K00055
09100	09111	00622	K00141
09100	09111	00622	K05549
09100	09111	00622	K05550
09100	09111	00622	K05784
09100	09111	00622	K05783
09100	09111	00622	K00446
09100	09111	00622	K07104
09100	09111	00622	K10216
09100	09111	00622	K10217
09100	09111	00622	K01821
09100	09111	00622	K01617
09100	09111	00622	K18364
09100	09111	00622	K18365
09100	09111	00622	K18366
09100	09111	00622	K16270
09100	09111	00622	K10702
09100	09111	00622	K10616
09100	09111	00622	K18293
09100	09111	00622	K10617
09100	09111	00622	K10618
09100	09111	00622	K10619
09100	09111	00622	K16303
09100	09111	00622	K16304
09100	09111	00622	K18227
09100	09111	00622	K10620
09100	09111	00622	K10621
09100	09111	00622	K10622
09100	09111	00622	K10623
09100	09111	00622	K02554
09100	09111	00622	K01666
09100	09111	00622	K04073
09100	09111	00633	K10678
09100	09111	00633	K10679
09100	09111	00633	K10680
09100	09111	00633	K06281
09100	09111	00633	K06282
09100	09111	00633	K23549
09100	09111	00633	K23548
09100	09111	00633	K00198
09100	09111	00633	K00196
09100	09111	00633	K00169
09100	09111	00633	K00170
09100	09111	00633	K00172
09100	09111	00633	K00189
09100	09111	00633	K00171
09100	09111	00633	K11180
09100	09111	00633	K11181
09100	09111	00633	K00622
09100	09111	00633	K14579
09100	09111	00633	K14580
09100	09111	00633	K14578
09100	09111	00633	K14581
09100	09111	00633	K21683
09100	09111	00642	K14579
09100	09111	00642	K14580
09100	09111	00642	K14578
09100	09111	00642	K14581
09100	09111	00642	K10700
09100	09111	00642	K17048
09100	09111	00642	K17049
09100	09111	00642	K14746
09100	09111	00642	K10701
09100	09111	00642	K14747
09100	09111	00642	K00632
09100	09111	00642	K14748
09100	09111	00642	K14749
09100	09111	00642	K14750
09100	09111	00642	K14751
09100	09111	00642	K18092
09100	09111	00643	K14481
09100	09111	00643	K14482
09100	09111	00643	K18312
09100	09111	00643	K00146
09100	09111	00643	K10437
09100	09111	00643	K00451
09100	09111	00643	K01800
09100	09111	00643	K01555
09100	09111	00643	K16171
09100	09111	00643	K10566
09100	09111	00643	K01721
09100	09111	00643	K20807
09100	09111	00643	K01426
09100	09111	00643	K01501
09100	09111	00643	K10438
09100	09111	00643	K16269
09100	09111	00643	K00446
09100	09111	00643	K07104
09100	09111	00643	K10216
09100	09111	00643	K01502
09100	09111	00643	K01039
09100	09111	00643	K01040
09100	09111	00643	K20626
09100	09111	00643	K20627
09100	09111	00643	K01026
09100	09111	00791	K05394
09100	09111	00791	K03382
09100	09111	00791	K08710
09100	09111	00791	K03383
09100	09111	00791	K19837
09100	09111	00791	K01457
09100	09111	00791	K23359
09100	09111	00791	K14541
09100	09111	00791	K01941
09100	09111	00791	K06035
09100	09111	00791	K01427
09100	09111	00791	K01428
09100	09111	00791	K01429
09100	09111	00791	K01430
09100	09111	00791	K14048
09100	09111	00791	K21593
09100	09111	00930	K18199
09100	09111	00930	K00496
09100	09111	00930	K17754
09100	09111	00930	K19960
09100	09111	00930	K03379
09100	09111	00930	K01053
09100	09111	00930	K14731
09100	09111	00930	K00002
09100	09111	00930	K19961
09100	09111	00930	K14519
09100	09111	00930	K19962
09100	09111	00930	K06446
09100	09111	00930	K01692
09100	09111	00930	K01825
09100	09111	00930	K01782
09100	09111	00930	K07515
09100	09111	00930	K07514
09100	09111	00930	K07511
09100	09111	00930	K00022
09100	09111	00930	K19963
09100	09111	00930	K01453
09100	09111	00930	K01471
09100	09111	00363	K14520
09100	09111	00363	K05913
09100	09111	00621	K14599
09100	09111	00621	K14600
09100	09111	00621	K22715
09100	09111	00621	K22716
09100	09111	00621	K15749
09100	09111	00621	K22717
09100	09111	00621	K01821
09100	09111	00621	K00480
09100	09111	00621	K01617
09100	09111	00621	K02554
09100	09111	00621	K18364
09100	09111	00621	K01666
09100	09111	00621	K18365
09100	09111	00621	K04073
09100	09111	00621	K18366
09100	09111	00621	K08689
09100	09111	00621	K15750
09100	09111	00621	K18087
09100	09111	00621	K18088
09100	09111	00621	K08690
09100	09111	00621	K00462
09100	09111	00621	K10222
09100	09111	00621	K15751
09100	09111	00621	K15752
09100	09111	00621	K15753
09100	09111	00621	K15754
09100	09111	00621	K15755
09100	09111	00621	K15756
09100	09111	00621	K22678
09100	09111	00621	K22676
09100	09111	00621	K22677
09100	09111	00626	K14579
09100	09111	00626	K14580
09100	09111	00626	K14578
09100	09111	00626	K14581
09100	09111	00626	K14582
09100	09111	00626	K14583
09100	09111	00626	K14584
09100	09111	00626	K14585
09100	09111	00626	K00152
09100	09111	00626	K18242
09100	09111	00626	K18243
09100	09111	00626	K00480
09100	09111	00626	K13953
09100	09111	00626	K13954
09100	09111	00626	K00001
09100	09111	00626	K00121
09100	09111	00626	K04072
09100	09111	00626	K01670
09100	09111	00626	K15567
