A	B	C	D
09100	09108	00740	K00484
09100	09108	00740	K22393
09100	09108	00740	K22394
09100	09108	00740	K23470
09100	09108	00740	K05368
09100	09108	00740	K23462
09100	09108	00740	K00299
09100	09108	00740	K19285
09100	09108	00740	K19286
09100	09108	00740	K20146
09100	09108	00740	K04719
09100	09108	00740	K15245
09100	09108	00740	K16902
09100	09108	00740	K00878
09100	09108	00740	K01515
09100	09108	00740	K12152
09100	09108	00740	K25520
09100	09108	00740	K03186
09100	09108	00750	K00275
09100	09108	00750	K23998
09100	09108	00750	K00868
09100	09108	00750	K07758
09100	09108	00750	K13248
09100	09108	00750	K05275
09100	09108	00750	K00157
09100	09108	00750	K03472
09100	09108	00750	K03473
09100	09108	00750	K00831
09100	09108	00750	K00097
09100	09108	00750	K03474
09100	09108	00750	K01733
09100	09108	00750	K06215
09100	09108	00750	K08681
09100	09108	00750	K18607
09100	09108	00750	K18608
09100	09108	00750	K18609
09100	09108	00750	K18610
09100	09108	00750	K18611
09100	09108	00750	K18612
09100	09108	00750	K18613
09100	09108	00750	K18071
09100	09108	00750	K18614
09100	09108	00760	K00278
09100	09108	00760	K06989
09100	09108	00760	K03517
09100	09108	00760	K00767
09100	09108	00760	K00763
09100	09108	00760	K03783
09100	09108	00760	K03784
09100	09108	00760	K10524
09100	09108	00760	K06211
09100	09108	00760	K01081
09100	09108	00760	K19970
09100	09108	00760	K11751
09100	09108	00760	K03787
09100	09108	00760	K02566
09100	09108	00760	K08693
09100	09108	00760	K18550
09100	09108	00760	K18551
09100	09108	00760	K01240
09100	09108	00760	K06210
09100	09108	00760	K19785
09100	09108	00760	K00952
09100	09108	00760	K13522
09100	09108	00760	K00969
09100	09108	00760	K01513
09100	09108	00760	K04765
09100	09108	00760	K03426
09100	09108	00760	K01916
09100	09108	00760	K01950
09100	09108	00760	K03742
09100	09108	00760	K03743
09100	09108	00760	K01440
09100	09108	00760	K08281
09100	09108	00760	K03462
09100	09108	00760	K18153
09100	09108	00760	K19980
09100	09108	00760	K01242
09100	09108	00760	K18152
09100	09108	00760	K11121
09100	09108	00760	K11411
09100	09108	00760	K11412
09100	09108	00760	K11413
09100	09108	00760	K11414
09100	09108	00760	K11415
09100	09108	00760	K11416
09100	09108	00760	K11417
09100	09108	00760	K12410
09100	09108	00760	K00858
09100	09108	00760	K00322
09100	09108	00760	K00323
09100	09108	00760	K00324
09100	09108	00760	K00325
09100	09108	00760	K00541
09100	09108	00760	K00157
09100	09108	00760	K18029
09100	09108	00760	K18030
09100	09108	00760	K20445
09100	09108	00760	K20446
09100	09108	00760	K20447
09100	09108	00760	K20448
09100	09108	00760	K14974
09100	09108	00760	K18028
09100	09108	00760	K15357
09100	09108	00760	K13995
09100	09108	00760	K01799
09100	09108	00760	K20449
09100	09108	00760	K15358
09100	09108	00760	K19647
09100	09108	00760	K20450
09100	09108	00760	K20451
09100	09108	00760	K20452
09100	09108	00760	K20453
09100	09108	00760	K20454
09100	09108	00760	K19818
09100	09108	00760	K19819
09100	09108	00760	K19820
09100	09108	00760	K19826
09100	09108	00760	K19890
09100	09108	00760	K20170
09100	09108	00760	K20169
09100	09108	00760	K20158
09100	09108	00760	K19700
09100	09108	00760	K20171
09100	09108	00760	K20172
09100	09108	00760	K15359
09100	09108	00760	K18276
09100	09108	00760	K00135
09100	09108	00760	K08324
09100	09108	00760	K19185
09100	09108	00760	K19186
09100	09108	00760	K19187
09100	09108	00760	K19188
09100	09108	00760	K19189
09100	09108	00760	K19190
09100	09108	00760	K19191
09100	09108	00760	K20155
09100	09108	00770	K01652
09100	09108	00770	K01653
09100	09108	00770	K11258
09100	09108	00770	K00053
09100	09108	00770	K01687
09100	09108	00770	K00606
09100	09108	00770	K00077
09100	09108	00770	K24263
09100	09108	00770	K01918
09100	09108	00770	K13799
09100	09108	00770	K00867
09100	09108	00770	K09680
09100	09108	00770	K03525
09100	09108	00770	K01947
09100	09108	00770	K06982
09100	09108	00770	K09722
09100	09108	00770	K01922
09100	09108	00770	K21977
09100	09108	00770	K01598
09100	09108	00770	K13038
09100	09108	00770	K01513
09100	09108	00770	K04765
09100	09108	00770	K02318
09100	09108	00770	K00954
09100	09108	00770	K02201
09100	09108	00770	K00859
09100	09108	00770	K09735
09100	09108	00770	K00997
09100	09108	00770	K06133
09100	09108	00770	K08682
09100	09108	00770	K08069
09100	09108	00770	K00826
09100	09108	00770	K00207
09100	09108	00770	K17722
09100	09108	00770	K17723
09100	09108	00770	K01464
09100	09108	00770	K01431
09100	09108	00770	K01579
09100	09108	00770	K24264
09100	09108	00770	K18933
09100	09108	00770	K18966
09100	09108	00770	K17839
09100	09108	00770	K13367
09100	09108	00770	K00128
09100	09108	00780	K02169
09100	09108	00780	K00647
09100	09108	00780	K09458
09100	09108	00780	K00059
09100	09108	00780	K02372
09100	09108	00780	K00208
09100	09108	00780	K02170
09100	09108	00780	K09789
09100	09108	00780	K19560
09100	09108	00780	K19561
09100	09108	00780	K16593
09100	09108	00780	K01906
09100	09108	00780	K00652
09100	09108	00780	K00833
09100	09108	00780	K19562
09100	09108	00780	K19563
09100	09108	00780	K01935
09100	09108	00780	K25570
09100	09108	00780	K01012
09100	09108	00780	K01942
09100	09108	00780	K03524
09100	09108	00780	K01947
09100	09108	00780	K01435
09100	09108	00780	K08351
09100	09108	00785	K03801
09100	09108	00785	K23734
09100	09108	00785	K23735
09100	09108	00785	K03644
09100	09108	00785	K09711
09100	09108	00785	K24689
09100	09108	00785	K10105
09100	09108	00785	K16869
09100	09108	00785	K23750
09100	09108	00785	K03800
09100	09108	00785	K18821
09100	09108	00785	K23756
09100	09108	00785	K23763
09100	09108	00790	K01495
09100	09108	00790	K09007
09100	09108	00790	K22391
09100	09108	00790	K01077
09100	09108	00790	K01113
09100	09108	00790	K08310
09100	09108	00790	K19965
09100	09108	00790	K13939
09100	09108	00790	K13940
09100	09108	00790	K01633
09100	09108	00790	K00950
09100	09108	00790	K00796
09100	09108	00790	K13941
09100	09108	00790	K24102
09100	09108	00790	K18974
09100	09108	00790	K18824
09100	09108	00790	K18825
09100	09108	00790	K00287
09100	09108	00790	K18589
09100	09108	00790	K19643
09100	09108	00790	K18590
09100	09108	00790	K19644
09100	09108	00790	K19645
09100	09108	00790	K18591
09100	09108	00790	K13998
09100	09108	00790	K01930
09100	09108	00790	K11754
09100	09108	00790	K22099
09100	09108	00790	K20457
09100	09108	00790	K01307
09100	09108	00790	K01497
09100	09108	00790	K14652
09100	09108	00790	K22100
09100	09108	00790	K22101
09100	09108	00790	K01664
09100	09108	00790	K01665
09100	09108	00790	K13950
09100	09108	00790	K03342
09100	09108	00790	K25575
09100	09108	00790	K25578
09100	09108	00790	K02619
09100	09108	00790	K18482
09100	09108	00790	K07589
09100	09108	00790	K13938
09100	09108	00790	K01737
09100	09108	00790	K00072
09100	09108	00790	K00011
09100	09108	00790	K00079
09100	09108	00790	K04119
09100	09108	00790	K00357
09100	09108	00790	K01724
09100	09108	00790	K00500
09100	09108	00790	K00501
09100	09108	00790	K00502
09100	09108	00790	K03793
09100	09108	00790	K17745
09100	09108	00790	K00310
09100	09108	00790	K10026
09100	09108	00790	K06920
09100	09108	00790	K06879
09100	09108	00790	K09457
09100	09108	00790	K17488
09100	09108	00790	K17487
09100	09108	00790	K09739
09100	09108	00790	K07142
09100	09108	00790	K06984
09100	09108	00790	K06897
09100	09108	00790	K17364
09100	09108	00790	K18853
09100	09108	00790	K15740
09100	09108	00790	K22102
09100	09108	00790	K03639
09100	09108	00790	K03637
09100	09108	00790	K20967
09100	09108	00790	K03635
09100	09108	00790	K21142
09100	09108	00790	K03831
09100	09108	00790	K03638
09100	09108	00790	K03750
09100	09108	00790	K15376
09100	09108	00790	K07141
09100	09108	00790	K03752
09100	09108	00790	K13818
09100	09108	00790	K15631
09100	09108	00670	K00287
09100	09108	00670	K18589
09100	09108	00670	K19643
09100	09108	00670	K18590
09100	09108	00670	K19644
09100	09108	00670	K19645
09100	09108	00670	K18591
09100	09108	00670	K13998
09100	09108	00670	K13938
09100	09108	00670	K01938
09100	09108	00670	K13402
09100	09108	00670	K00288
09100	09108	00670	K01491
09100	09108	00670	K01500
09100	09108	00670	K00300
09100	09108	00670	K13403
09100	09108	00670	K00295
09100	09108	00670	K00600
09100	09108	00670	K11787
09100	09108	00670	K00601
09100	09108	00670	K11175
09100	09108	00670	K01492
09100	09108	00670	K00602
09100	09108	00670	K00603
09100	09108	00670	K13990
09100	09108	00670	K00604
09100	09108	00670	K00605
09100	09108	00670	K00548
09100	09108	00670	K24042
09100	09108	00670	K25221
09100	09108	00670	K00560
09100	09108	00670	K03465
09100	09108	00670	K00289
09100	09108	00670	K01433
09100	09108	00670	K25009
09100	09108	00670	K25004
09100	09108	00670	K00297
09100	09108	00670	K25007
09100	09108	00670	K25008
09100	09108	00670	K01746
09100	09108	00670	K01934
09100	09108	00830	K00515
09100	09108	00830	K13951
09100	09108	00830	K13980
09100	09108	00830	K00121
09100	09108	00830	K13952
09100	09108	00830	K13953
09100	09108	00830	K00001
09100	09108	00830	K11146
09100	09108	00830	K11147
09100	09108	00830	K11148
09100	09108	00830	K11149
09100	09108	00830	K11150
09100	09108	00830	K11151
09100	09108	00830	K11152
09100	09108	00830	K11153
09100	09108	00830	K11161
09100	09108	00830	K11154
09100	09108	00830	K15734
09100	09108	00830	K13369
09100	09108	00830	K00678
09100	09108	00830	K11155
09100	09108	00830	K11156
09100	09108	00830	K11157
09100	09108	00830	K11158
09100	09108	00830	K00061
09100	09108	00830	K00157
09100	09108	00830	K07249
09100	09108	00830	K07437
09100	09108	00830	K12664
09100	09108	00830	K12665
09100	09108	00830	K07408
09100	09108	00830	K07409
09100	09108	00830	K17683
09100	09108	00830	K07411
09100	09108	00830	K17709
09100	09108	00830	K07412
09100	09108	00830	K17718
09100	09108	00830	K17719
09100	09108	00830	K17720
09100	09108	00830	K07413
09100	09108	00830	K07420
09100	09108	00830	K17689
09100	09108	00830	K17690
09100	09108	00830	K17691
09100	09108	00830	K07424
09100	09108	00830	K07423
09100	09108	00830	K07425
09100	09108	00830	K00699
09100	09108	00830	K09516
09100	09108	00830	K17951
09100	09108	00860	K00643
09100	09108	00860	K01885
09100	09108	00860	K14163
09100	09108	00860	K02492
09100	09108	00860	K01845
09100	09108	00860	K01698
09100	09108	00860	K01749
09100	09108	00860	K01719
09100	09108	00860	K01599
09100	09108	00860	K00228
09100	09108	00860	K02495
09100	09108	00860	K00230
09100	09108	00860	K00231
09100	09108	00860	K08973
09100	09108	00860	K01772
09100	09108	00860	K00435
09100	09108	00860	K25033
09100	09108	00860	K13542
09100	09108	00860	K13543
09100	09108	00860	K02496
09100	09108	00860	K02302
09100	09108	00860	K02303
09100	09108	00860	K00589
09100	09108	00860	K02304
09100	09108	00860	K24866
09100	09108	00860	K03794
09100	09108	00860	K22225
09100	09108	00860	K22226
09100	09108	00860	K22227
09100	09108	00860	K24867
09100	09108	00860	K02257
09100	09108	00860	K02259
09100	09108	00860	K02190
09100	09108	00860	K03795
09100	09108	00860	K22011
09100	09108	00860	K03394
09100	09108	00860	K13540
09100	09108	00860	K02229
09100	09108	00860	K05934
09100	09108	00860	K13541
09100	09108	00860	K21479
09100	09108	00860	K05936
09100	09108	00860	K02189
09100	09108	00860	K02228
09100	09108	00860	K05895
09100	09108	00860	K02188
09100	09108	00860	K00595
09100	09108	00860	K02191
09100	09108	00860	K03399
09100	09108	00860	K06042
09100	09108	00860	K02224
09100	09108	00860	K02230
09100	09108	00860	K09882
09100	09108	00860	K09883
09100	09108	00860	K13786
09100	09108	00860	K00798
09100	09108	00860	K19221
09100	09108	00860	K02232
09100	09108	00860	K02227
09100	09108	00860	K02225
09100	09108	00860	K08260
09100	09108	00860	K02231
09100	09108	00860	K19712
09100	09108	00860	K02233
09100	09108	00860	K25496
09100	09108	00860	K22465
09100	09108	00860	K22466
09100	09108	00860	K25497
09100	09108	00860	K25498
09100	09108	00860	K25499
09100	09108	00860	K00768
09100	09108	00860	K02226
09100	09108	00860	K22316
09100	09108	00860	K16651
09100	09108	00860	K04720
09100	09108	00860	K04032
09100	09108	00860	K22012
09100	09108	00860	K21610
09100	09108	00860	K21611
09100	09108	00860	K21612
09100	09108	00860	K03403
09100	09108	00860	K03404
09100	09108	00860	K03405
09100	09108	00860	K03428
09100	09108	00860	K04034
09100	09108	00860	K04035
09100	09108	00860	K19073
09100	09108	00860	K21231
09100	09108	00860	K04036
09100	09108	00860	K00218
09100	09108	00860	K04037
09100	09108	00860	K04038
09100	09108	00860	K04039
09100	09108	00860	K04040
09100	09108	00860	K08099
09100	09108	00860	K13600
09100	09108	00860	K13606
09100	09108	00860	K18010
09100	09108	00860	K22013
09100	09108	00860	K13544
09100	09108	00860	K13071
09100	09108	00860	K13545
09100	09108	00860	K11333
09100	09108	00860	K11334
09100	09108	00860	K11335
09100	09108	00860	K11336
09100	09108	00860	K11337
09100	09108	00860	K10960
09100	09108	00860	K21058
09100	09108	00860	K13602
09100	09108	00860	K13601
09100	09108	00860	K13603
09100	09108	00860	K13604
09100	09108	00860	K13605
09100	09108	00860	K21312
09100	09108	00860	K07215
09100	09108	00860	K07226
09100	09108	00860	K07145
09100	09108	00860	K00510
09100	09108	00860	K21418
09100	09108	00860	K21480
09100	09108	00860	K00214
09100	09108	00860	K05901
09100	09108	00860	K23825
09100	09108	00860	K08100
09100	09108	00860	K00699
09100	09108	00860	K01195
09100	09108	00860	K05369
09100	09108	00860	K05370
09100	09108	00860	K08101
09100	09108	00860	K05371
09100	09108	00860	K21796
09100	09108	00860	K01764
09100	09108	00860	K13624
09100	09108	00860	K14735
09100	09108	00860	K19054
09100	09108	00860	K03594
09100	09108	00860	K22336
09100	09108	00860	K22552
09100	09108	00130	K00815
09100	09108	00130	K00838
09100	09108	00130	K18606
09100	09108	00130	K00487
09100	09108	00130	K01904
09100	09108	00130	K01075
09100	09108	00130	K03181
09100	09108	00130	K18240
09100	09108	00130	K03179
09100	09108	00130	K03182
09100	09108	00130	K03186
09100	09108	00130	K18800
09100	09108	00130	K00568
09100	09108	00130	K03185
09100	09108	00130	K03183
09100	09108	00130	K03184
09100	09108	00130	K06125
09100	09108	00130	K06126
09100	09108	00130	K00591
09100	09108	00130	K06127
09100	09108	00130	K06134
09100	09108	00130	K01851
09100	09108	00130	K02552
09100	09108	00130	K02361
09100	09108	00130	K02551
09100	09108	00130	K08680
09100	09108	00130	K02549
09100	09108	00130	K14759
09100	09108	00130	K01911
09100	09108	00130	K14760
09100	09108	00130	K01661
09100	09108	00130	K12073
09100	09108	00130	K19222
09100	09108	00130	K02548
09100	09108	00130	K23094
09100	09108	00130	K17872
09100	09108	00130	K23095
09100	09108	00130	K11782
09100	09108	00130	K18285
09100	09108	00130	K18286
09100	09108	00130	K20810
09100	09108	00130	K11783
09100	09108	00130	K18284
09100	09108	00130	K11784
09100	09108	00130	K11785
09100	09108	00130	K00355
09100	09108	00130	K03809
09100	09108	00130	K19267
09100	09108	00130	K10106
09100	09108	00130	K05357
09100	09108	00130	K00457
09100	09108	00130	K12501
09100	09108	00130	K12502
09100	09108	00130	K18534
09100	09108	00130	K09833
09100	09108	00130	K09834
09100	09108	00130	K05928
09100	09108	00130	K13565
09100	09108	00130	K24441
09100	09109	00900	K01662
09100	09109	00900	K00099
09100	09109	00900	K00991
09100	09109	00900	K12506
09100	09109	00900	K00919
09100	09109	00900	K01770
09100	09109	00900	K03526
09100	09109	00900	K03527
09100	09109	00900	K00626
09100	09109	00900	K01641
09100	09109	00900	K00021
09100	09109	00900	K00054
09100	09109	00900	K00869
09100	09109	00900	K00938
09100	09109	00900	K13273
09100	09109	00900	K01597
09100	09109	00900	K17942
09100	09109	00900	K06981
09100	09109	00900	K25517
09100	09109	00900	K09128
09100	09109	00900	K25518
09100	09109	00900	K03186
09100	09109	00900	K18689
09100	09109	00900	K18690
09100	09109	00900	K22813
09100	09109	00900	K01823
09100	09109	00900	K00787
09100	09109	00900	K00795
09100	09109	00900	K14066
09100	09109	00900	K00804
09100	09109	00900	K13789
09100	09109	00900	K13787
09100	09109	00900	K12503
09100	09109	00900	K15887
09100	09109	00900	K14215
09100	09109	00900	K21273
09100	09109	00900	K05355
09100	09109	00900	K21268
09100	09109	00900	K21274
09100	09109	00900	K21275
09100	09109	00900	K00805
09100	09109	00900	K24873
09100	09109	00900	K02523
09100	09109	00900	K05356
09100	09109	00900	K12504
09100	09109	00900	K12505
09100	09109	00900	K00806
09100	09109	00900	K11778
09100	09109	00900	K19177
09100	09109	00900	K15888
09100	09109	00900	K10960
09100	09109	00900	K12742
09100	09109	00900	K05955
09100	09109	00900	K05954
09100	09109	00900	K08658
09100	09109	00900	K06013
09100	09109	00900	K00587
09100	09109	00900	K15889
09100	09109	00900	K05906
09100	09109	00900	K15890
09100	09109	00900	K15891
09100	09109	00900	K15892
09100	09109	00900	K15793
09100	09109	00902	K12467
09100	09109	00902	K21925
09100	09109	00902	K21069
09100	09109	00902	K20142
09100	09109	00902	K15086
09100	09109	00902	K22049
09100	09109	00902	K15087
09100	09109	00902	K05525
09100	09109	00902	K23810
09100	09109	00902	K15088
09100	09109	00902	K21926
09100	09109	00902	K15089
09100	09109	00902	K15090
09100	09109	00902	K15091
09100	09109	00902	K15092
09100	09109	00902	K15093
09100	09109	00902	K15094
09100	09109	00902	K15095
09100	09109	00902	K07381
09100	09109	00902	K07382
09100	09109	00902	K15096
09100	09109	00902	K07384
09100	09109	00902	K22050
09100	09109	00902	K15097
09100	09109	00902	K07385
09100	09109	00902	K18108
09100	09109	00902	K21120
09100	09109	00902	K22208
09100	09109	00902	K21938
09100	09109	00902	K15098
09100	09109	00902	K20979
09100	09109	00902	K20986
09100	09109	00902	K15099
09100	09109	00902	K23232
09100	09109	00902	K20144
09100	09109	00902	K23990
09100	09109	00902	K23862
09100	09109	00902	K20618
09100	09109	00902	K21373
09100	09109	00902	K21374
09100	09109	00902	K23276
09100	09109	00902	K13400
09100	09109	00909	K00801
09100	09109	00909	K00511
09100	09109	00909	K15793
09100	09109	00909	K15891
09100	09109	00909	K14173
09100	09109	00909	K14174
09100	09109	00909	K22064
09100	09109	00909	K12645
09100	09109	00909	K14175
09100	09109	00909	K10156
09100	09109	00909	K14176
09100	09109	00909	K21984
09100	09109	00909	K14177
09100	09109	00909	K15794
09100	09109	00909	K15795
09100	09109	00909	K15796
09100	09109	00909	K15797
09100	09109	00909	K12249
09100	09109	00909	K14178
09100	09109	00909	K15798
09100	09109	00909	K15799
09100	09109	00909	K14179
09100	09109	00909	K21927
09100	09109	00909	K15800
09100	09109	00909	K20561
09100	09109	00909	K15801
09100	09109	00909	K15802
09100	09109	00909	K15803
