KOID	S07	S29	S34	S05	S08	S32
K00983	29.0	35.0	38.0	71.0	19.0	24.0
K00984	0.0	1.0	0.0	2.0	0.0	0.0
K00986	2.0	0.0	1.0	9.0	2.0	2.0
K00987	0.0	2.0	0.0	0.0	1.0	0.0
K00989	61.0	44.0	45.0	68.0	46.0	31.0
K00990	1.0	4.0	2.0	2.0	4.0	3.0
K00991	243.0	194.0	188.0	355.0	138.0	136.0
K00992	12.0	10.0	8.0	12.0	6.0	5.0
K00993	2.0	0.0	0.0	0.0	0.0	0.0
K00995	189.0	149.0	140.0	290.0	114.0	93.0
K00996	25.0	23.0	18.0	31.0	14.0	18.0
K00997	41.0	21.0	24.0	44.0	20.0	19.0
K00999	1.0	0.0	0.0	0.0	0.0	0.0
K01000	350.0	263.0	251.0	456.0	225.0	175.0
K01001	2.0	0.0	0.0	0.0	0.0	0.0
K01002	20.0	12.0	9.0	16.0	14.0	15.0
K01003	0.0	0.0	1.0	0.0	0.0	1.0
K01005	214.0	162.0	150.0	319.0	117.0	96.0
K01006	661.0	522.0	451.0	911.0	425.0	371.0
K01007	17.0	16.0	11.0	31.0	12.0	12.0
K01008	53.0	52.0	53.0	76.0	37.0	27.0
K01011	2.0	1.0	1.0	3.0	0.0	0.0
K01012	207.0	173.0	128.0	273.0	119.0	116.0
K01023	11.0	4.0	4.0	12.0	4.0	8.0
K01026	7.0	3.0	3.0	3.0	4.0	5.0
K01027	1.0	0.0	0.0	0.0	0.0	0.0
K01028	5.0	4.0	2.0	4.0	4.0	2.0
K01029	13.0	12.0	6.0	12.0	4.0	5.0
K01034	23.0	25.0	20.0	24.0	12.0	14.0
K01035	20.0	21.0	12.0	23.0	14.0	5.0
K01039	10.0	12.0	12.0	14.0	7.0	5.0
K01040	0.0	1.0	1.0	3.0	1.0	0.0
K01042	35.0	30.0	20.0	42.0	23.0	16.0
K01044	2.0	1.0	0.0	0.0	0.0	1.0
K01046	43.0	24.0	30.0	70.0	22.0	21.0
K01048	27.0	17.0	6.0	18.0	15.0	7.0
K01049	1.0	0.0	1.0	2.0	1.0	0.0
K01050	1.0	0.0	0.0	0.0	0.0	0.0
K01051	26.0	25.0	19.0	50.0	21.0	17.0
K01053	7.0	4.0	1.0	3.0	2.0	1.0
K01054	5.0	4.0	2.0	10.0	5.0	3.0
K01055	8.0	5.0	11.0	18.0	8.0	5.0
K01056	264.0	213.0	169.0	357.0	176.0	134.0
K01057	12.0	8.0	9.0	10.0	6.0	7.0
K01058	25.0	28.0	10.0	27.0	22.0	11.0
K01060	34.0	38.0	27.0	31.0	31.0	25.0
K01062	0.0	0.0	1.0	0.0	1.0	1.0
K01066	122.0	112.0	113.0	158.0	84.0	63.0
K01067	8.0	2.0	2.0	2.0	4.0	0.0
K01069	276.0	251.0	209.0	403.0	160.0	157.0
K01070	5.0	5.0	2.0	5.0	2.0	2.0
K01071	0.0	0.0	1.0	1.0	0.0	0.0
K01074	1.0	0.0	0.0	0.0	0.0	0.0
K01075	1.0	1.0	0.0	0.0	0.0	0.0
K01077	65.0	83.0	52.0	76.0	57.0	53.0
K01079	47.0	66.0	44.0	70.0	46.0	45.0
K01081	15.0	9.0	6.0	33.0	8.0	9.0
K01082	29.0	39.0	32.0	51.0	26.0	29.0
K01089	27.0	22.0	27.0	31.0	19.0	17.0
K01090	0.0	0.0	0.0	0.0	1.0	0.0
K01091	314.0	260.0	207.0	419.0	198.0	171.0
K01092	112.0	82.0	79.0	120.0	74.0	58.0
K01093	4.0	4.0	3.0	3.0	2.0	2.0
K01094	1.0	2.0	0.0	0.0	1.0	0.0
K01095	22.0	28.0	6.0	19.0	21.0	15.0
K01097	4.0	3.0	1.0	5.0	2.0	1.0
K01099	2.0	7.0	1.0	0.0	6.0	1.0
K01101	2.0	0.0	1.0	2.0	0.0	2.0
K01103	0.0	1.0	0.0	1.0	0.0	0.0
K01104	152.0	143.0	71.0	152.0	100.0	73.0
K01108	0.0	0.0	0.0	0.0	1.0	0.0
K01110	3.0	7.0	3.0	0.0	10.0	3.0
K01111	3.0	1.0	2.0	5.0	1.0	1.0
K01114	1.0	0.0	0.0	0.0	0.0	0.0
K01118	16.0	13.0	9.0	13.0	14.0	10.0
K01119	37.0	32.0	30.0	57.0	28.0	27.0
K01120	1.0	2.0	0.0	0.0	1.0	0.0
K01122	0.0	0.0	0.0	0.0	1.0	0.0
K01125	0.0	0.0	0.0	2.0	0.0	0.0
K01126	118.0	106.0	67.0	153.0	68.0	66.0
K01128	1.0	0.0	0.0	0.0	0.0	0.0
K01129	235.0	192.0	162.0	346.0	166.0	135.0
K01131	10.0	15.0	11.0	17.0	9.0	10.0
K01132	27.0	38.0	12.0	33.0	22.0	20.0
K01133	57.0	52.0	24.0	37.0	34.0	22.0
K01134	33.0	27.0	21.0	41.0	17.0	18.0
K01135	8.0	8.0	6.0	12.0	5.0	7.0
K01136	8.0	8.0	2.0	12.0	7.0	3.0
K01137	5.0	4.0	1.0	5.0	1.0	5.0
K01138	60.0	83.0	39.0	72.0	43.0	39.0
K01139	641.0	568.0	463.0	1001.0	432.0	349.0
K01141	1.0	1.0	2.0	5.0	2.0	1.0
K01142	227.0	166.0	185.0	315.0	143.0	101.0
K01147	2.0	2.0	2.0	2.0	2.0	1.0
K01150	0.0	1.0	0.0	0.0	1.0	0.0
K01151	211.0	189.0	154.0	317.0	142.0	131.0
K01153	475.0	432.0	554.0	778.0	313.0	297.0
K01154	220.0	200.0	234.0	343.0	163.0	145.0
K01155	154.0	135.0	169.0	299.0	107.0	109.0
K01156	61.0	65.0	66.0	118.0	46.0	61.0
K01158	1.0	3.0	0.0	0.0	1.0	0.0
K01159	136.0	127.0	98.0	180.0	98.0	78.0
K01160	1.0	0.0	1.0	0.0	0.0	1.0
K01163	69.0	62.0	59.0	97.0	42.0	44.0
K01164	2.0	2.0	0.0	1.0	1.0	1.0
K01166	0.0	5.0	1.0	0.0	3.0	2.0
K01173	47.0	41.0	32.0	48.0	33.0	28.0
K01174	12.0	8.0	8.0	13.0	9.0	5.0
K01175	2.0	5.0	3.0	4.0	1.0	5.0
K01176	134.0	156.0	99.0	210.0	117.0	115.0
K01177	6.0	6.0	2.0	1.0	6.0	2.0
K01179	185.0	133.0	141.0	311.0	94.0	97.0
K01180	12.0	9.0	2.0	9.0	8.0	1.0
K01181	5.0	1.0	3.0	2.0	0.0	5.0
K01182	34.0	25.0	30.0	61.0	20.0	27.0
K01183	42.0	34.0	28.0	39.0	34.0	19.0
K01184	0.0	0.0	1.0	1.0	0.0	0.0
K01185	7.0	8.0	7.0	10.0	0.0	7.0
K01186	12.0	5.0	4.0	17.0	7.0	5.0
K01187	204.0	190.0	174.0	302.0	146.0	124.0
K01188	3.0	2.0	3.0	7.0	0.0	2.0
K01189	4.0	4.0	2.0	3.0	8.0	1.0
K01190	786.0	615.0	505.0	982.0	557.0	411.0
K01191	212.0	123.0	69.0	184.0	104.0	62.0
K01192	85.0	76.0	45.0	105.0	51.0	46.0
K01193	195.0	165.0	166.0	284.0	103.0	103.0
K01194	17.0	19.0	12.0	13.0	6.0	7.0
K01195	229.0	198.0	133.0	274.0	110.0	101.0
K01196	30.0	35.0	21.0	24.0	20.0	14.0
K01198	135.0	120.0	114.0	208.0	79.0	80.0
K01200	178.0	195.0	189.0	342.0	167.0	137.0
K01201	43.0	37.0	23.0	58.0	31.0	13.0
K01202	0.0	3.0	1.0	6.0	0.0	0.0
K01203	1.0	2.0	1.0	2.0	4.0	3.0
K01204	2.0	3.0	1.0	3.0	3.0	1.0
K01205	55.0	73.0	28.0	85.0	53.0	34.0
K01206	239.0	171.0	129.0	281.0	152.0	92.0
K01207	205.0	159.0	125.0	248.0	126.0	90.0
K01208	130.0	106.0	100.0	206.0	75.0	76.0
K01209	179.0	160.0	125.0	246.0	131.0	93.0
K01210	27.0	22.0	18.0	39.0	17.0	10.0
K01212	1.0	0.0	2.0	1.0	0.0	0.0
K01214	210.0	169.0	217.0	305.0	112.0	126.0
K01215	26.0	18.0	28.0	43.0	17.0	15.0
K01216	12.0	4.0	7.0	12.0	3.0	8.0
K01217	0.0	3.0	0.0	1.0	0.0	0.0
K01218	70.0	45.0	37.0	83.0	30.0	42.0
K01220	7.0	14.0	8.0	23.0	8.0	5.0
K01222	31.0	25.0	27.0	29.0	31.0	26.0
K01223	310.0	287.0	217.0	436.0	300.0	217.0
K01224	84.0	81.0	57.0	167.0	62.0	56.0
K01226	95.0	88.0	85.0	149.0	85.0	56.0
K01227	0.0	1.0	0.0	1.0	0.0	0.0
K01228	0.0	2.0	0.0	1.0	0.0	0.0
K01229	0.0	0.0	1.0	0.0	1.0	0.0
K01230	4.0	6.0	0.0	0.0	4.0	2.0
K01232	32.0	27.0	19.0	20.0	26.0	29.0
K01236	7.0	7.0	10.0	7.0	8.0	4.0
K01239	1.0	0.0	0.0	2.0	1.0	1.0
K01240	12.0	9.0	8.0	18.0	13.0	6.0
K01241	9.0	7.0	9.0	16.0	4.0	6.0
K01243	148.0	116.0	81.0	183.0	101.0	71.0
K01244	1.0	1.0	2.0	1.0	0.0	0.0
K01245	2.0	1.0	2.0	1.0	3.0	0.0
K01246	60.0	61.0	68.0	104.0	47.0	36.0
K01247	10.0	13.0	8.0	23.0	5.0	10.0
K01250	26.0	37.0	30.0	44.0	21.0	19.0
K01251	101.0	95.0	104.0	164.0	64.0	68.0
K01254	0.0	1.0	0.0	0.0	0.0	0.0
K01255	59.0	44.0	33.0	52.0	33.0	19.0
K01256	12.0	12.0	10.0	10.0	10.0	10.0
K01257	0.0	0.0	0.0	0.0	1.0	0.0
K01258	259.0	263.0	180.0	350.0	209.0	155.0
K01259	11.0	4.0	1.0	4.0	6.0	2.0
K01261	17.0	6.0	10.0	28.0	6.0	10.0
K01262	402.0	369.0	291.0	567.0	294.0	244.0
K01265	370.0	309.0	238.0	530.0	254.0	204.0
K01266	29.0	36.0	20.0	41.0	27.0	17.0
K01267	172.0	145.0	106.0	241.0	127.0	95.0
K01268	0.0	0.0	0.0	1.0	1.0	0.0
K01269	55.0	57.0	42.0	83.0	52.0	30.0
K01270	245.0	286.0	208.0	367.0	189.0	167.0
K01271	87.0	75.0	51.0	110.0	71.0	43.0
K01273	119.0	102.0	98.0	185.0	69.0	61.0
K01274	37.0	32.0	27.0	53.0	32.0	20.0
K01275	6.0	3.0	3.0	2.0	1.0	0.0
K01277	49.0	60.0	38.0	62.0	37.0	35.0
K01278	63.0	65.0	57.0	65.0	45.0	40.0
K01280	0.0	0.0	4.0	4.0	0.0	0.0
K01281	4.0	2.0	3.0	7.0	4.0	3.0
K01282	15.0	20.0	9.0	22.0	8.0	15.0
K01284	78.0	106.0	66.0	127.0	77.0	80.0
K01285	0.0	1.0	1.0	0.0	0.0	1.0
K01286	10.0	6.0	5.0	13.0	9.0	10.0
K01291	1.0	1.0	0.0	0.0	0.0	1.0
K01293	16.0	14.0	6.0	10.0	8.0	2.0
K01295	8.0	6.0	4.0	10.0	7.0	6.0
K01296	2.0	0.0	1.0	1.0	0.0	1.0
K01297	99.0	80.0	52.0	114.0	68.0	55.0
K01298	2.0	0.0	0.0	2.0	1.0	1.0
K01299	49.0	40.0	21.0	70.0	41.0	16.0
K01301	1.0	3.0	0.0	3.0	0.0	1.0
K01302	5.0	4.0	5.0	4.0	4.0	5.0
K01303	18.0	23.0	12.0	24.0	25.0	15.0
K01304	31.0	28.0	13.0	39.0	19.0	20.0
K01305	30.0	28.0	31.0	57.0	21.0	29.0
K01308	44.0	24.0	23.0	50.0	19.0	20.0
K01309	0.0	1.0	0.0	0.0	0.0	0.0
K01312	2.0	2.0	2.0	2.0	0.0	2.0
K01318	0.0	0.0	0.0	1.0	0.0	0.0
K01322	50.0	69.0	40.0	77.0	51.0	63.0
K01336	0.0	1.0	1.0	1.0	1.0	0.0
K01337	2.0	2.0	0.0	3.0	1.0	3.0
K01338	462.0	391.0	377.0	706.0	346.0	308.0
K01341	1.0	0.0	0.0	0.0	0.0	0.0
K01342	33.0	26.0	15.0	43.0	16.0	11.0
K01347	2.0	0.0	0.0	0.0	0.0	0.0
K01349	9.0	2.0	6.0	6.0	1.0	0.0
K01356	208.0	132.0	134.0	295.0	110.0	82.0
K01358	308.0	273.0	231.0	477.0	201.0	169.0
K01359	1.0	0.0	0.0	0.0	0.0	0.0
K01360	1.0	1.0	0.0	1.0	0.0	0.0
K01363	16.0	59.0	26.0	0.0	45.0	31.0
K01365	11.0	3.0	0.0	3.0	2.0	0.0
K01366	3.0	0.0	1.0	1.0	1.0	0.0
K01368	4.0	2.0	3.0	2.0	3.0	3.0
K01369	5.0	22.0	15.0	1.0	12.0	9.0
K01371	4.0	7.0	6.0	8.0	4.0	4.0
K01372	87.0	82.0	75.0	129.0	74.0	52.0
K01373	3.0	2.0	0.0	3.0	0.0	0.0
K01375	2.0	0.0	1.0	2.0	0.0	0.0
K01376	0.0	4.0	1.0	0.0	1.0	0.0
K01379	1.0	0.0	0.0	0.0	0.0	0.0
K01389	2.0	4.0	2.0	3.0	1.0	0.0
K01390	2.0	2.0	2.0	1.0	2.0	0.0
K01392	3.0	1.0	0.0	0.0	1.0	0.0
K01393	1.0	1.0	0.0	2.0	0.0	0.0
K01400	6.0	8.0	1.0	7.0	7.0	2.0
K01401	0.0	1.0	0.0	1.0	0.0	0.0
K01403	0.0	0.0	0.0	0.0	1.0	0.0
K01407	0.0	0.0	1.0	0.0	0.0	0.0
K01408	1.0	38.0	8.0	1.0	11.0	6.0
K01409	3.0	5.0	2.0	1.0	4.0	1.0
K01411	0.0	2.0	0.0	0.0	1.0	0.0
K01412	0.0	1.0	1.0	0.0	0.0	0.0
K01414	84.0	107.0	51.0	109.0	72.0	75.0
K01415	3.0	6.0	8.0	8.0	6.0	5.0
K01419	36.0	25.0	20.0	39.0	18.0	19.0
K01420	2.0	1.0	1.0	1.0	2.0	1.0
K01421	21.0	16.0	8.0	44.0	11.0	17.0
K01423	7.0	6.0	3.0	5.0	3.0	8.0
K01424	210.0	186.0	159.0	309.0	153.0	119.0
K01425	53.0	53.0	47.0	81.0	28.0	40.0
K01426	7.0	3.0	4.0	6.0	5.0	2.0
K01428	36.0	36.0	25.0	41.0	25.0	37.0
K01429	21.0	27.0	19.0	24.0	21.0	18.0
K01430	18.0	22.0	18.0	25.0	18.0	11.0
K01431	1.0	0.0	0.0	0.0	0.0	0.0
K01432	2.0	3.0	0.0	2.0	1.0	3.0
K01433	15.0	13.0	15.0	16.0	13.0	10.0
K01436	23.0	31.0	18.0	26.0	14.0	18.0
K01438	37.0	32.0	26.0	38.0	26.0	22.0
K01439	158.0	139.0	117.0	210.0	121.0	95.0
K01440	1.0	1.0	1.0	0.0	1.0	1.0
K01443	194.0	165.0	158.0	278.0	130.0	96.0
K01444	1.0	1.0	0.0	3.0	2.0	0.0
K01446	0.0	0.0	1.0	2.0	0.0	3.0
K01447	69.0	56.0	51.0	108.0	42.0	49.0
K01448	359.0	285.0	242.0	529.0	206.0	178.0
K01449	100.0	72.0	83.0	192.0	62.0	36.0
K01451	30.0	27.0	23.0	26.0	15.0	23.0
K01452	1.0	0.0	1.0	0.0	0.0	1.0
K01455	3.0	0.0	1.0	5.0	3.0	0.0
K01456	1.0	4.0	0.0	0.0	1.0	2.0
K01457	0.0	0.0	0.0	1.0	0.0	0.0
K01462	270.0	233.0	188.0	373.0	163.0	148.0
K01463	0.0	3.0	1.0	0.0	0.0	0.0
K01464	27.0	40.0	68.0	80.0	30.0	24.0
K01465	345.0	318.0	267.0	518.0	245.0	199.0
K01466	28.0	39.0	13.0	37.0	20.0	7.0
K01467	0.0	1.0	0.0	1.0	0.0	0.0
K01468	69.0	80.0	48.0	94.0	60.0	57.0
K01469	5.0	2.0	2.0	5.0	2.0	2.0
K01470	21.0	15.0	14.0	19.0	11.0	8.0
K01473	19.0	20.0	17.0	23.0	17.0	4.0
K01474	8.0	9.0	11.0	14.0	7.0	6.0
K01475	1.0	2.0	0.0	0.0	0.0	0.0
K01476	10.0	13.0	6.0	25.0	10.0	10.0
K01478	43.0	49.0	34.0	64.0	39.0	27.0
K01480	57.0	41.0	32.0	66.0	21.0	30.0
K01482	2.0	5.0	2.0	13.0	5.0	5.0
K01485	9.0	10.0	4.0	19.0	10.0	9.0
K01486	121.0	108.0	71.0	140.0	74.0	60.0
K01487	62.0	85.0	67.0	98.0	53.0	44.0
K01488	35.0	32.0	22.0	47.0	30.0	22.0
K01489	190.0	159.0	128.0	260.0	105.0	93.0
K01491	305.0	255.0	247.0	448.0	200.0	151.0
K01493	234.0	205.0	181.0	337.0	142.0	138.0
K01494	14.0	19.0	13.0	32.0	11.0	15.0
K01495	114.0	114.0	78.0	167.0	72.0	76.0
K01496	17.0	16.0	18.0	25.0	11.0	9.0
K01497	0.0	1.0	1.0	0.0	0.0	1.0
K01500	12.0	13.0	12.0	18.0	8.0	6.0
K01501	7.0	7.0	11.0	12.0	4.0	6.0
K01505	6.0	7.0	5.0	9.0	6.0	5.0
K01506	1.0	0.0	1.0	1.0	1.0	2.0
K01507	77.0	53.0	47.0	111.0	46.0	33.0
K01510	1.0	3.0	2.0	1.0	2.0	0.0
K01512	16.0	15.0	6.0	23.0	14.0	8.0
K01513	4.0	5.0	3.0	7.0	2.0	3.0
K01515	112.0	98.0	91.0	190.0	70.0	60.0
K01517	1.0	1.0	1.0	3.0	2.0	0.0
K01518	9.0	5.0	6.0	12.0	5.0	1.0
K01519	281.0	218.0	183.0	370.0	170.0	132.0
K01520	228.0	216.0	174.0	359.0	163.0	113.0
K01522	0.0	1.0	1.0	0.0	1.0	0.0
K01523	7.0	7.0	11.0	21.0	4.0	4.0
K01524	91.0	48.0	46.0	100.0	40.0	46.0
K01525	2.0	3.0	4.0	5.0	4.0	1.0
K01527	0.0	1.0	0.0	0.0	2.0	1.0
K01528	2.0	3.0	1.0	0.0	0.0	3.0
K01529	4.0	1.0	0.0	2.0	1.0	0.0
K01530	23.0	49.0	15.0	3.0	31.0	19.0
K01531	33.0	16.0	7.0	52.0	10.0	10.0
K01533	2.0	3.0	3.0	3.0	1.0	2.0
K01534	429.0	335.0	364.0	733.0	289.0	247.0
K01535	0.0	0.0	0.0	0.0	1.0	0.0
K01536	2.0	2.0	0.0	0.0	1.0	1.0
K01537	598.0	518.0	516.0	962.0	434.0	394.0
K01539	0.0	0.0	2.0	1.0	1.0	0.0
K01546	8.0	2.0	6.0	12.0	5.0	8.0
K01547	8.0	6.0	8.0	13.0	5.0	11.0
K01548	8.0	2.0	4.0	8.0	3.0	5.0
K01551	17.0	18.0	4.0	13.0	14.0	11.0
K01552	46.0	38.0	20.0	76.0	38.0	17.0
K01554	1.0	0.0	0.0	0.0	0.0	0.0
K01556	3.0	0.0	0.0	2.0	2.0	0.0
K01557	17.0	25.0	17.0	20.0	13.0	14.0
K01560	53.0	44.0	35.0	80.0	33.0	27.0
K01561	0.0	0.0	0.0	1.0	0.0	0.0
K01565	11.0	9.0	4.0	6.0	3.0	4.0
K01567	95.0	63.0	77.0	146.0	49.0	37.0
K01568	6.0	3.0	3.0	7.0	4.0	1.0
K01571	22.0	14.0	10.0	17.0	4.0	11.0
K01574	1.0	1.0	0.0	0.0	0.0	1.0
K01575	3.0	1.0	1.0	2.0	2.0	1.0
K01577	17.0	23.0	10.0	22.0	23.0	13.0
K01579	106.0	91.0	66.0	126.0	72.0	57.0
K01580	19.0	14.0	14.0	24.0	11.0	16.0
K01581	3.0	5.0	9.0	3.0	5.0	3.0
K01582	0.0	0.0	2.0	3.0	1.0	2.0
K01583	4.0	5.0	2.0	5.0	2.0	3.0
K01584	12.0	7.0	5.0	12.0	5.0	3.0
K01585	197.0	191.0	121.0	236.0	135.0	122.0
K01586	313.0	250.0	279.0	493.0	223.0	184.0
K01587	1.0	1.0	1.0	1.0	0.0	1.0
K01588	192.0	179.0	146.0	288.0	128.0	101.0
K01589	20.0	25.0	19.0	27.0	22.0	25.0
K01591	216.0	207.0	176.0	335.0	141.0	124.0
K01592	0.0	1.0	2.0	1.0	1.0	1.0
K01593	2.0	2.0	2.0	4.0	2.0	0.0
K01595	0.0	0.0	0.0	1.0	0.0	0.0
K01596	59.0	51.0	65.0	101.0	43.0	25.0
K01597	3.0	1.0	4.0	2.0	3.0	1.0
K01598	2.0	0.0	2.0	2.0	0.0	1.0
K01599	5.0	11.0	5.0	8.0	5.0	4.0
K01601	2.0	3.0	3.0	2.0	2.0	1.0
K01604	27.0	26.0	22.0	37.0	16.0	14.0
K01607	133.0	120.0	119.0	203.0	95.0	70.0
K01608	12.0	6.0	1.0	7.0	3.0	4.0
K01609	77.0	56.0	58.0	100.0	46.0	45.0
K01610	247.0	235.0	208.0	347.0	191.0	162.0
K01611	27.0	16.0	16.0	40.0	7.0	7.0
K01612	4.0	2.0	0.0	3.0	0.0	2.0
K01613	121.0	101.0	71.0	138.0	80.0	68.0
K01619	252.0	215.0	169.0	285.0	175.0	122.0
K01620	179.0	159.0	138.0	260.0	123.0	98.0
K01621	45.0	19.0	26.0	82.0	26.0	18.0
K01623	2.0	0.0	0.0	3.0	0.0	1.0
K01624	437.0	344.0	335.0	605.0	299.0	254.0
K01625	192.0	173.0	160.0	256.0	116.0	102.0
K01626	102.0	82.0	75.0	166.0	60.0	66.0
K01627	107.0	89.0	74.0	112.0	73.0	58.0
K01628	58.0	55.0	32.0	57.0	35.0	12.0
K01629	75.0	78.0	67.0	127.0	63.0	41.0
K01630	5.0	8.0	4.0	5.0	3.0	3.0
K01631	2.0	6.0	3.0	3.0	2.0	0.0
K01633	19.0	21.0	13.0	19.0	14.0	12.0
K01635	1.0	1.0	1.0	1.0	1.0	1.0
K01639	111.0	105.0	83.0	149.0	87.0	66.0
K01640	20.0	32.0	22.0	25.0	9.0	12.0
K01641	5.0	1.0	5.0	2.0	2.0	1.0
K01643	75.0	79.0	87.0	125.0	52.0	52.0
K01644	52.0	52.0	46.0	86.0	33.0	43.0
K01646	24.0	28.0	22.0	36.0	13.0	13.0
K01647	214.0	155.0	182.0	386.0	159.0	122.0
K01649	324.0	253.0	281.0	512.0	204.0	180.0
K01652	525.0	379.0	458.0	791.0	316.0	290.0
K01653	169.0	126.0	150.0	252.0	109.0	93.0
K01654	5.0	4.0	13.0	23.0	4.0	4.0
K01657	105.0	63.0	58.0	118.0	53.0	51.0
K01658	87.0	58.0	38.0	84.0	43.0	38.0
K01659	0.0	0.0	1.0	1.0	0.0	0.0
K01661	62.0	73.0	33.0	76.0	43.0	41.0
K01662	482.0	384.0	371.0	733.0	338.0	280.0
K01664	1.0	0.0	1.0	3.0	1.0	1.0
K01665	17.0	15.0	8.0	12.0	7.0	8.0
K01666	43.0	38.0	41.0	64.0	19.0	25.0
K01667	43.0	59.0	49.0	68.0	37.0	37.0
K01673	71.0	75.0	41.0	88.0	55.0	54.0
K01676	107.0	122.0	79.0	159.0	91.0	85.0
K01677	139.0	120.0	114.0	251.0	88.0	91.0
K01678	107.0	92.0	94.0	193.0	61.0	58.0
K01679	53.0	55.0	61.0	102.0	42.0	38.0
K01681	297.0	277.0	278.0	505.0	242.0	209.0
K01682	0.0	1.0	1.0	2.0	0.0	2.0
K01684	47.0	58.0	38.0	86.0	40.0	28.0
K01685	208.0	186.0	204.0	312.0	135.0	128.0
K01686	218.0	183.0	176.0	306.0	134.0	109.0
K01687	471.0	420.0	416.0	689.0	318.0	291.0
K01689	361.0	299.0	231.0	503.0	260.0	211.0
K01690	0.0	0.0	0.0	1.0	1.0	1.0
K01692	26.0	12.0	7.0	16.0	9.0	1.0
K01693	125.0	91.0	112.0	202.0	74.0	63.0
K01694	0.0	0.0	1.0	0.0	0.0	0.0
K01695	91.0	59.0	52.0	122.0	47.0	41.0
K01696	133.0	89.0	102.0	171.0	93.0	62.0
K01697	2.0	2.0	1.0	7.0	0.0	1.0
K01698	72.0	55.0	61.0	92.0	36.0	46.0
K01699	17.0	12.0	8.0	22.0	11.0	8.0
K01703	335.0	254.0	272.0	468.0	196.0	194.0
K01704	182.0	160.0	169.0	250.0	110.0	99.0
K01706	37.0	39.0	22.0	34.0	32.0	23.0
K01708	23.0	29.0	21.0	33.0	18.0	18.0
K01709	108.0	89.0	161.0	190.0	59.0	65.0
K01710	371.0	326.0	311.0	548.0	251.0	212.0
K01711	164.0	178.0	164.0	261.0	107.0	108.0
K01712	104.0	131.0	70.0	144.0	87.0	86.0
K01713	2.0	1.0	3.0	4.0	2.0	2.0
K01714	339.0	276.0	290.0	483.0	238.0	204.0
K01715	102.0	75.0	95.0	133.0	66.0	65.0
K01719	2.0	3.0	2.0	3.0	3.0	2.0
K01720	4.0	4.0	2.0	6.0	0.0	5.0
K01725	1.0	0.0	0.0	1.0	0.0	1.0
K01726	25.0	29.0	21.0	42.0	15.0	23.0
K01727	10.0	9.0	4.0	15.0	9.0	7.0
K01728	22.0	12.0	13.0	29.0	15.0	9.0
K01732	1.0	1.0	3.0	4.0	0.0	2.0
K01733	310.0	285.0	297.0	478.0	231.0	197.0
K01734	129.0	107.0	98.0	200.0	86.0	77.0
K01735	234.0	206.0	202.0	365.0	176.0	141.0
K01736	288.0	297.0	245.0	499.0	203.0	185.0
K01737	60.0	67.0	37.0	89.0	41.0	36.0
K01738	326.0	269.0	246.0	488.0	205.0	169.0
K01739	29.0	22.0	17.0	22.0	17.0	12.0
K01740	380.0	290.0	325.0	586.0	241.0	215.0
K01744	75.0	71.0	41.0	88.0	70.0	55.0
K01745	119.0	135.0	79.0	160.0	77.0	101.0
K01749	70.0	59.0	43.0	90.0	45.0	54.0
K01751	63.0	63.0	65.0	116.0	47.0	42.0
K01752	299.0	248.0	196.0	372.0	205.0	159.0
K01753	29.0	32.0	20.0	36.0	29.0	21.0
K01754	201.0	170.0	154.0	263.0	134.0	109.0
K01755	256.0	199.0	240.0	409.0	179.0	160.0
K01756	361.0	303.0	275.0	564.0	247.0	240.0
K01758	19.0	24.0	11.0	18.0	9.0	12.0
K01759	72.0	62.0	43.0	70.0	33.0	38.0
K01760	18.0	19.0	12.0	13.0	11.0	10.0
K01763	1.0	1.0	0.0	2.0	0.0	1.0
K01766	4.0	2.0	1.0	2.0	1.0	1.0
K01768	45.0	40.0	56.0	67.0	28.0	27.0
K01769	1.0	0.0	0.0	0.0	0.0	0.0
K01770	198.0	186.0	157.0	307.0	136.0	120.0
K01771	6.0	4.0	2.0	9.0	2.0	1.0
K01772	3.0	3.0	4.0	6.0	6.0	3.0
K01775	392.0	334.0	275.0	567.0	260.0	201.0
K01776	240.0	194.0	173.0	348.0	171.0	134.0
K01778	294.0	230.0	223.0	403.0	155.0	153.0
K01779	51.0	42.0	52.0	85.0	32.0	27.0
K01780	5.0	4.0	4.0	3.0	3.0	8.0
K01782	0.0	0.0	0.0	2.0	1.0	1.0
K01783	332.0	279.0	293.0	508.0	201.0	199.0
K01784	512.0	466.0	462.0	838.0	355.0	327.0
K01785	311.0	314.0	285.0	444.0	218.0	220.0
K01787	71.0	77.0	71.0	99.0	47.0	48.0
K01788	68.0	51.0	27.0	62.0	46.0	31.0
K01790	224.0	214.0	180.0	321.0	160.0	129.0
K01791	228.0	209.0	245.0	422.0	170.0	153.0
K01792	8.0	2.0	1.0	4.0	2.0	1.0
K01793	0.0	2.0	2.0	2.0	2.0	0.0
K01794	0.0	0.0	0.0	1.0	0.0	0.0
K01796	2.0	4.0	4.0	2.0	5.0	5.0
K01799	12.0	8.0	3.0	11.0	1.0	4.0
K01802	18.0	15.0	12.0	7.0	8.0	6.0
K01803	301.0	246.0	239.0	423.0	201.0	174.0
K01804	126.0	103.0	102.0	184.0	74.0	86.0
K01805	53.0	58.0	46.0	82.0	40.0	34.0
K01807	15.0	8.0	7.0	23.0	9.0	10.0
K01808	255.0	229.0	199.0	329.0	168.0	129.0
